eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
236.58,9.170000076293945,247.48,10.449999809265137,91.0,0.011629638262093067,0.1577962189912796,2.2134900093078613,-0.011252916418015957,0.22126221656799316,0.7509993463754654,60.0,15360.0,11603.127844283,983040.0
245.84,9.829999923706055,255.24,11.130000114440918,92.0,0.009686079807579517,0.1286417692899704,2.229968786239624,-0.01502565573900938,0.24032630026340485,0.8193778544664383,61.0,15616.0,11781.724817523,999424.0
256.2,10.640000343322754,238.68,9.989999771118164,90.0,0.009473256766796112,0.1229044571518898,2.1999661922454834,-0.015139137394726276,0.2527482807636261,0.823374018073082,62.0,15872.0,11962.546443493,1015808.0
252.42,9.300000190734863,246.17,8.489999771118164,92.0,0.012747418135404587,0.16131591796875,2.192037582397461,-0.012178569100797176,0.24369902908802032,0.8031750172376633,63.0,16128.0,12140.100832542,1032192.0
274.17,11.260000228881836,260.63,10.25,88.0,0.011048018001019955,0.1386311799287796,2.2007863521575928,-0.008124982006847858,0.3497917652130127,0.8163583874702454,64.0,16384.0,12324.868617451,1048576.0
278.63,12.229999542236328,268.3,11.300000190734863,93.0,0.008446873165667057,0.10406494140625,2.216195821762085,-0.010513246059417725,0.33831167221069336,0.8214972168207169,65.0,16640.0,12499.450455767,1064960.0
277.45,11.329999923706055,286.74,11.729999542236328,92.0,0.008346025831997395,0.10137939453125,2.21228289604187,-0.01294657588005066,0.30549171566963196,0.80657859146595,66.0,16896.0,12676.242581664,1081344.0
289.45,13.460000038146973,272.73,10.529999732971191,93.0,0.008970982395112514,0.1148885115981102,2.175776481628418,-0.012371051125228405,0.317856103181839,0.8365351110696793,67.0,17152.0,12851.876031507,1097728.0
303.2,14.489999771118164,254.48,10.079999923706055,92.0,0.009492469020187855,0.1211954727768898,2.1764960289001465,-0.014490094035863876,0.2949965298175812,0.8378843516111374,68.0,17408.0,13029.007551202,1114112.0
296.76,13.09000015258789,270.99,10.710000038146973,91.0,0.013514094054698944,0.1700439453125,2.146517515182495,-0.011444054543972015,0.3890424072742462,0.8030004948377609,69.0,17664.0,13208.087846023,1130496.0
271.35,11.5,278.15,11.020000457763672,92.0,0.014194589108228683,0.1791585236787796,2.175081968307495,-0.018479658290743828,0.26284733414649963,0.8149507641792297,70.0,17920.0,13384.266106634,1146880.0
264.27,11.079999923706055,302.72,12.899999618530273,93.0,0.015147541649639606,0.1944987028837204,2.170835494995117,-0.01528238970786333,0.3088470995426178,0.8328965902328491,71.0,18176.0,13559.333809001,1163264.0
263.71,11.680000305175781,289.64,11.960000038146973,93.0,0.01106663141399622,0.1464640349149704,2.1692168712615967,-0.011573956348001957,0.33282557129859924,0.8159988075494766,72.0,18432.0,13735.360751078,1179648.0
252.58,11.739999771118164,302.26,13.789999961853027,93.0,0.014002216048538685,0.1784261018037796,2.156226396560669,-0.016174107789993286,0.3327782452106476,0.8323001861572266,73.0,18688.0,13911.48628623,1196032.0
282.14,13.640000343322754,296.49,13.460000038146973,94.0,0.008188358508050442,0.10150146484375,2.12399959564209,-0.011638359166681767,0.4245014488697052,0.8196626752614975,74.0,18944.0,14085.385961376,1212416.0
302.67,14.619999885559082,290.83,14.1899995803833,92.0,0.010416397824883461,0.13836669921875,2.171574115753174,-0.016168709844350815,0.3326767385005951,0.8466694355010986,75.0,19200.0,14261.57912683,1228800.0
290.23,13.149999618530273,294.99,12.800000190734863,91.0,0.009609493426978588,0.1244710311293602,2.1798183917999268,-0.015623479150235653,0.3329733908176422,0.8302401304244995,76.0,19456.0,14440.132602308,1245184.0
308.91,14.670000076293945,300.59,12.140000343322754,91.0,0.010032683610916138,0.1346842497587204,2.1631059646606445,-0.011872590519487858,0.34628215432167053,0.833959236741066,77.0,19712.0,14620.162809515,1261568.0
329.61,16.479999542236328,310.92,12.800000190734863,86.0,0.01073753833770752,0.1381632536649704,2.1785781383514404,-0.010020741261541843,0.4113014042377472,0.8223951905965805,78.0,19968.0,14810.053967408,1277952.0
314.15,15.6899995803833,322.62,13.989999771118164,92.0,0.009818362072110176,0.1302897185087204,2.1937243938446045,-0.01627696119248867,0.30269068479537964,0.8399356603622437,79.0,20224.0,14987.696104987,1294336.0
317.82,15.3100004196167,318.26,14.600000381469727,93.0,0.009555322118103504,0.1280517578125,2.1627228260040283,-0.016459954902529716,0.3591252863407135,0.8241562694311142,80.0,20480.0,15162.135264458,1310720.0
303.28,14.720000267028809,306.65,14.609999656677246,94.0,0.009606760926544666,0.12762451171875,2.1884238719940186,-0.018394265323877335,0.29874932765960693,0.8179046809673309,81.0,20736.0,15334.746083398,1327104.0
293.57,14.3100004196167,319.74,15.130000114440918,86.0,0.010027933865785599,0.1337890625,2.1684348583221436,-0.009914983995258808,0.39207255840301514,0.8351426869630814,82.0,20992.0,15524.558920291,1343488.0
