eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
92.11,1.8300000429153442,92.74,2.0199999809265137,28.0,0.009937962517142296,0.1282755583524704,2.4784462451934814,-0.012020138092339039,0.04864734038710594,0.7047232985496521,38.0,9728.0,22450.087232022,622592.0
86.23,1.6799999475479126,96.05,1.7899999618530273,27.0,0.011086163111031055,0.1467692106962204,2.4587769508361816,-0.01777314394712448,0.04771406948566437,0.6581275761127472,39.0,9984.0,23040.539517303,638976.0
101.7,2.200000047683716,105.42,2.5899999141693115,27.0,0.010469011031091213,0.14349365234375,2.4746952056884766,-0.013132370077073574,0.04550844430923462,0.7398539781570435,40.0,10240.0,23636.606817509,655360.0
98.32,1.9800000190734863,99.21,2.390000104904175,27.0,0.010797283612191677,0.1475423127412796,2.4507896900177,-0.01317321602255106,0.048540711402893066,0.7248783707618713,41.0,10496.0,24228.125527872,671744.0
109.44,2.319999933242798,100.52,2.299999952316284,27.0,0.011770826764404774,0.1548054963350296,2.4622950553894043,-0.011040647514164448,0.060504406690597534,0.7188321948051453,42.0,10752.0,24822.317366721,688128.0
113.65,2.680000066757202,106.23,2.680000066757202,28.0,0.010560133494436741,0.14111328125,2.4356396198272705,-0.00673493230715394,0.09572222083806992,0.645217627286911,43.0,11008.0,25400.380285989,704512.0
108.3,2.430000066757202,111.55,2.559999942779541,28.0,0.008984887041151524,0.1177775040268898,2.4340016841888428,-0.015714799985289574,0.06095658242702484,0.743552565574646,44.0,11264.0,25971.769620439,720896.0
113.51,2.930000066757202,137.07,3.609999895095825,28.0,0.010909481905400753,0.1476237028837204,2.4298362731933594,-0.0129402419552207,0.07952524721622467,0.629601240158081,45.0,11520.0,26546.551308265,737280.0
125.27,2.8299999237060547,122.32,2.8499999046325684,28.0,0.012263295240700245,0.1601969450712204,2.395103931427002,-0.01376484613865614,0.07348672300577164,0.6974817216396332,46.0,11776.0,27121.2471346,753664.0
132.95,3.799999952316284,120.0,3.049999952316284,28.0,0.010825739242136478,0.1448771208524704,2.3896868228912354,-0.01131373643875122,0.10526309162378311,0.6203757524490356,47.0,12032.0,27690.788632878,770048.0
120.49,2.809999942779541,123.65,3.7100000381469727,28.0,0.012875125743448734,0.1659342497587204,2.3728768825531006,-0.0156408678740263,0.08158446103334427,0.6897270977497101,48.0,12288.0,28260.310901238,786432.0
129.06,3.6600000858306885,130.36,3.1500000953674316,28.0,0.012659776955842972,0.1679484099149704,2.366995096206665,-0.009250958450138569,0.11385039240121841,0.6509469449520111,49.0,12544.0,28831.480788018,802816.0
152.1,4.619999885559082,121.2,3.069999933242798,28.0,0.011350906454026699,0.1504313200712204,2.3796122074127197,-0.0076160975731909275,0.17789363861083984,0.5370535552501678,50.0,12800.0,29398.213246695,819200.0
163.29,4.46999979019165,160.69,4.53000020980835,28.0,0.011020881123840809,0.1438802033662796,2.343057155609131,-0.01072913408279419,0.12524031102657318,0.696163147687912,51.0,13056.0,29969.379899498,835584.0
162.77,4.820000171661377,144.79,3.5799999237060547,28.0,0.01434682309627533,0.18377685546875,2.33417010307312,-0.005363274831324816,0.12220896035432816,0.6977421343326569,52.0,13312.0,30544.290415394,851968.0
167.25,4.329999923706055,169.3,5.090000152587891,28.0,0.01207812037318945,0.16461181640625,2.333425760269165,-0.014118642546236515,0.11293119937181473,0.6660373508930206,53.0,13568.0,31119.086749255,868352.0
156.42,3.9600000381469727,164.23,4.739999771118164,28.0,0.012949270196259022,0.1771240234375,2.2812719345092773,-0.010807017795741558,0.13602352142333984,0.6763591766357422,54.0,13824.0,31696.797084627,884736.0
185.32,6.300000190734863,187.7,6.639999866485596,27.0,0.009108614176511765,0.1188151016831398,2.312492847442627,-0.00556265190243721,0.22509390115737915,0.6168997883796692,55.0,14080.0,32289.332713302,901120.0
207.28,7.25,189.28,6.909999847412109,27.0,0.009113594889640808,0.1210123673081398,2.294849395751953,-0.006973715033382177,0.17372983694076538,0.6773654520511627,56.0,14336.0,32890.830793858004,917504.0
207.05,7.78000020980835,201.61,7.809999942779541,27.0,0.010537398047745228,0.1386311799287796,2.3089005947113037,-0.0112317418679595,0.22323836386203766,0.6737751066684723,57.0,14592.0,33483.54413186901,933888.0
218.4,8.020000457763672,209.88,8.470000267028809,27.0,0.010100138373672962,0.1295572966337204,2.338489294052124,-0.01033767405897379,0.1916620135307312,0.7016076147556305,58.0,14848.0,34076.43713810301,950272.0
200.92,6.900000095367432,211.06,7.590000152587891,28.0,0.010500648058950901,0.1282552033662796,2.334641933441162,-0.008606373332440853,0.18373268842697144,0.7243388891220093,59.0,15104.0,34658.962978446005,966656.0
203.76,7.409999847412109,228.04,9.319999694824219,28.0,0.010173220187425613,0.1360066682100296,2.343384027481079,-0.006142056081444025,0.19751125574111938,0.7450781762599945,60.0,15360.0,35243.064360743,983040.0
216.25,8.640000343322754,255.01,11.039999961853027,28.0,0.010521281510591507,0.1332194060087204,2.3482887744903564,-0.014527439139783382,0.1871911734342575,0.7398879826068878,61.0,15616.0,35827.045283737,999424.0
