#{"t_start": 1620412289.453328, "env_id": "procgen-fruitbot-v0"}
r,l,t
1.0,72,59.397006
0.0,80,59.610048
0.0,58,59.789136
-4.0,94,59.939183
6.0,180,60.410879
-2.0,87,60.550793
2.0,173,60.995274
0.0,72,61.106865
0.0,87,61.356285
-4.0,65,61.464968
0.0,87,61.692496
0.0,72,61.893066
-4.0,72,62.012052
0.0,80,62.236979
-3.0,51,62.32129
0.0,87,62.542472
0.0,72,62.737952
-4.0,80,62.864062
-4.0,65,63.052369
-2.0,72,63.168336
0.0,96,63.413327
-2.0,80,63.6242
-1.0,87,63.768533
2.0,101,64.029383
-3.0,80,64.250846
-1.0,173,64.612667
-6.0,94,64.836983
-12.0,72,64.954758
0.0,44,65.114066
0.0,51,65.197903
-8.0,72,65.411719
1.0,51,65.491704
1.0,58,65.583644
1.0,72,65.779368
-4.0,95,66.027864
-2.0,78,66.159097
2.0,65,66.35416
0.0,65,66.459673
2.0,80,66.669134
-4.0,51,66.751591
2.0,66,66.942287
1.0,101,67.188565
-4.0,80,67.328785
2.0,101,67.572639
-8.0,44,67.723597
2.0,80,67.849558
-6.0,98,68.093159
2.0,101,68.348516
-8.0,72,68.460975
-4.0,72,68.650374
-4.0,58,68.740273
-8.0,108,69.006258
0.0,87,69.232827
0.0,87,69.394506
2.0,72,69.598006
2.0,72,69.801049
2.0,67,69.908202
-8.0,94,70.154916
-4.0,58,70.249703
-20.0,259,70.856184
1.0,65,71.045955
-3.0,123,71.327994
1.0,66,71.431154
0.0,51,71.595894
-4.0,63,71.695872
-4.0,108,71.96058
-11.0,94,72.19364
-4.0,65,72.307767
1.0,44,72.458985
-8.0,94,72.6011
2.0,87,72.818614
-4.0,72,73.01609
-7.0,87,73.151767
1.0,93,73.394248
1.0,80,73.598366
-3.0,94,73.74604
-8.0,94,73.974251
2.0,56,74.14387
-3.0,65,74.243614
1.0,51,74.336128
-3.0,47,74.493092
3.0,144,74.801831
-3.0,94,75.048038
-8.0,87,75.190212
-7.0,75,75.405351
-4.0,51,75.488606
3.0,166,75.916731
0.0,51,75.999508
-1.0,58,76.09836
1.0,101,76.336444
0.0,87,76.56471
1.0,58,76.658709
-4.0,108,76.915634
-4.0,58,77.088408
-3.0,94,77.23123
2.0,65,77.423902
0.0,94,77.659192
-3.0,80,77.787675
-4.0,51,77.954446
3.0,65,78.054758
2.0,87,78.273758
0.0,94,78.524619
-7.0,87,78.666421
1.0,71,78.857598
-1.0,72,78.965226
-4.0,51,79.133479
1.0,67,79.247052
-4.0,86,79.478944
1.0,65,79.682102
-8.0,72,79.806131
-3.0,67,80.007027
-3.0,101,80.175665
0.0,51,80.344804
-4.0,58,80.449373
-4.0,51,80.612102
0.0,108,80.776683
-3.0,65,80.958096
0.0,58,81.046129
-4.0,72,81.240945
-4.0,101,81.499372
2.0,65,81.612442
1.0,72,81.809886
-2.0,80,82.015199
1.0,51,82.101645
2.0,65,82.206316
-4.0,80,82.422822
-7.0,94,82.670152
-4.0,58,82.759213
0.0,58,82.929486
2.0,58,83.025663
0.0,72,83.225644
1.0,80,83.34832
3.0,161,83.762948
1.0,44,83.83125
2.0,65,83.929855
0.0,51,84.099763
-3.0,65,84.206455
-6.0,77,84.419369
0.0,72,84.543983
-12.0,108,84.789979
0.0,51,84.954066
3.0,101,85.211466
1.0,65,85.312828
3.0,65,85.499269
-1.0,58,85.59077
-8.0,72,85.794102
2.0,52,85.874164
-2.0,94,86.106523
-3.0,58,86.200384
1.0,87,86.428576
-3.0,72,86.553885
-4.0,87,86.771604
-4.0,45,86.839278
0.0,87,87.067263
2.0,53,87.23519
-3.0,72,87.354358
0.0,51,87.439522
-3.0,80,87.663674
0.0,52,87.835588
1.0,72,87.949422
-4.0,58,88.126837
-4.0,80,88.26011
3.0,108,88.523764
-2.0,108,88.787778
-4.0,65,88.89647
1.0,80,89.121557
-8.0,72,89.322111
-4.0,58,89.413502
3.0,65,89.518889
-2.0,65,89.711298
1.0,72,89.90963
-3.0,58,90.006106
-4.0,71,90.213748
1.0,94,90.36649
0.0,80,90.590103
0.0,65,90.703243
1.0,72,90.896482
0.0,58,90.986028
0.0,65,91.176211
0.0,58,91.26766
-4.0,65,91.459058
3.0,65,91.570744
-3.0,108,91.826651
-2.0,78,92.040163
-3.0,159,92.378689
-10.0,159,92.735058
1.0,58,92.912934
0.0,58,92.999565
2.0,101,93.273867
1.0,87,93.498964
1.0,94,93.660725
-4.0,80,93.871642
2.0,103,94.139359
2.0,159,94.472849
-4.0,72,94.675224
-4.0,72,94.785249
2.0,87,95.010532
1.0,82,95.236305
1.0,80,95.370222
4.0,65,95.562676
0.0,80,95.701408
-4.0,72,95.899304
0.0,58,95.988427
2.0,44,96.137979
-3.0,94,96.318022
1.0,65,96.502624
1.0,72,96.711958
-4.0,65,96.816672
-12.0,86,97.038215
-8.0,65,97.140167
-4.0,51,97.306387
0.0,74,97.428232
1.0,51,97.593896
-4.0,87,97.748724
-2.0,94,98.02027
-3.0,94,98.25397
2.0,72,98.366715
2.0,80,98.56942
-3.0,94,98.804159
-6.0,80,98.928949
-4.0,72,99.12094
-11.0,65,99.221188
-4.0,51,99.389506
-2.0,87,99.530085
2.0,65,99.729169
1.0,65,99.838199
-4.0,72,100.0416
-8.0,86,100.263941
1.0,44,100.339507
0.0,72,100.543617
-6.0,87,100.687045
-4.0,51,100.847634
1.0,58,100.935267
1.0,101,101.173358
-8.0,94,101.401975
-4.0,59,101.497448
-3.0,72,101.703212
0.0,72,101.82108
2.0,159,102.150084
-3.0,108,102.406756
2.0,87,102.624388
-4.0,72,102.825116
-3.0,58,102.910903
1.0,108,103.164247
0.0,137,103.460067
1.0,44,103.529118
1.0,111,103.794698
-2.0,188,104.257851
-3.0,216,104.689545
1.0,44,104.846288
-4.0,51,104.931189
1.0,87,105.170344
1.0,59,105.262417
-3.0,72,105.453969
2.0,101,105.686461
-4.0,72,105.806731
-3.0,58,105.982282
-4.0,51,106.0676
0.0,72,106.185399
0.0,58,106.360695
-8.0,94,106.591684
-4.0,80,106.718567
-4.0,65,106.914221
-8.0,71,107.040155
-4.0,51,107.202276
0.0,58,107.293275
0.0,51,107.453346
-6.0,259,108.053175
-4.0,94,108.200575
-4.0,58,108.379894
1.0,80,108.507352
-2.0,51,108.67032
1.0,51,108.752754
3.0,101,109.015364
-3.0,80,109.22585
-4.0,94,109.370103
0.0,87,109.588097
-14.0,98,109.833232
-7.0,65,109.938
0.0,51,110.118515
-3.0,65,110.225991
0.0,51,110.393404
1.0,58,110.486014
0.0,82,110.697598
-1.0,58,110.79868
-5.0,58,110.977097
0.0,87,111.114559
-4.0,89,111.336327
0.0,52,111.422524
1.0,58,111.606241
0.0,159,111.950423
-4.0,72,112.146017
-11.0,72,112.254224
-4.0,58,112.426257
-5.0,123,112.698348
2.0,44,112.766054
-8.0,72,112.975658
-7.0,72,113.10203
0.0,58,113.284654
0.0,87,113.427241
-7.0,137,113.730468
1.0,65,113.924997
1.0,94,114.153525
0.0,58,114.246981
-4.0,80,114.462574
1.0,87,114.604644
0.0,44,114.757645
0.0,84,114.901383
0.0,60,115.086797
-3.0,80,115.217099
-2.0,87,115.43345
-8.0,152,115.751767
1.0,72,115.954867
-4.0,72,116.084602
0.0,44,116.242965
0.0,65,116.3476
-4.0,94,116.583991
-11.0,80,116.788905
0.0,51,116.871649
0.0,58,116.964718
-8.0,87,117.17953
-4.0,94,117.409549
-7.0,80,117.616775
0.0,108,117.792263
0.0,80,118.005346
-7.0,137,118.304638
-4.0,72,118.497797
-8.0,88,118.627425
-4.0,94,118.860215
3.0,72,119.076506
-4.0,87,119.223479
-4.0,51,119.390468
0.0,72,119.503536
-3.0,86,119.724045
1.0,58,119.812816
-3.0,93,120.065666
1.0,72,120.272889
1.0,94,120.422109
0.0,56,120.610448
-3.0,65,120.717885
-4.0,80,120.94653
0.0,72,121.152428
-4.0,108,121.32758
-4.0,94,121.553113
-16.0,65,121.734984
0.0,94,121.871544
0.0,94,122.103966
-4.0,94,122.335652
-3.0,72,122.446764
0.0,58,122.619814
0.0,87,122.844777
1.0,87,123.000108
0.0,94,123.243114
0.0,58,123.34019
-8.0,72,123.549826
0.0,51,123.633641
-4.0,94,123.877792
-8.0,108,124.148052
0.0,82,124.36325
0.0,65,124.469169
-2.0,44,124.541173
-4.0,108,124.816331
0.0,84,125.047259
-2.0,87,125.296234
1.0,72,125.424543
0.0,87,125.6546
-4.0,51,125.732989
2.0,65,125.912641
-4.0,72,126.04386
-2.0,159,126.470187
-4.0,80,126.603951
-11.0,108,126.864897
0.0,80,127.082664
0.0,58,127.172633
-8.0,108,127.430833
0.0,44,127.504981
1.0,58,127.685668
0.0,72,127.797724
-2.0,65,127.984711
-8.0,72,128.107002
1.0,94,128.342553
1.0,44,128.410618
-3.0,65,128.603459
1.0,44,128.679658
-3.0,87,128.904187
0.0,90,129.145874
-3.0,94,129.299075
0.0,51,129.46322
-2.0,144,129.773133
-4.0,108,130.045139
1.0,65,130.156691
-4.0,80,130.371198
2.0,72,130.48321
-3.0,87,130.701991
0.0,72,130.897702
-8.0,78,131.018492
-8.0,108,131.292392
-10.0,173,131.724732
2.0,72,131.841233
-3.0,80,132.0763
2.0,65,132.183873
-3.0,80,132.407753
0.0,72,132.53094
0.0,72,132.732228
-4.0,103,132.979803
-4.0,72,133.099097
3.0,87,133.318106
-3.0,80,133.526402
-4.0,65,133.634443
3.0,93,133.872617
0.0,44,133.944285
0.0,80,134.169559
-3.0,92,134.398836
4.0,159,134.753634
-4.0,65,134.851844
-1.0,63,135.031274
2.0,72,135.154214
0.0,80,135.36318
-4.0,51,135.445129
-4.0,80,135.65711
-3.0,80,135.874106
2.0,101,136.0352
-3.0,87,136.260597
0.0,72,136.461146
2.0,54,136.549209
1.0,65,136.739991
1.0,72,136.858305
1.0,101,137.105879
-2.0,94,137.349223
1.0,65,137.452052
-3.0,80,137.661091
-3.0,94,137.88823
-4.0,80,138.025332
3.0,72,138.235153
-10.0,87,138.384876
1.0,65,138.572192
1.0,101,138.821245
-3.0,80,138.958888
0.0,87,139.208183
1.0,44,139.28477
-3.0,51,139.448611
-3.0,58,139.539033
3.0,65,139.725426
0.0,44,139.793075
0.0,87,140.008525
-7.0,87,140.148303
-3.0,80,140.368159
1.0,101,140.616995
-2.0,72,140.735971
-3.0,94,140.966346
-2.0,101,141.214252
1.0,108,141.475196
-3.0,72,141.5959
-3.0,94,141.832598
0.0,72,142.037072
-4.0,94,142.188347
-8.0,94,142.425775
0.0,65,142.616217
0.0,51,142.70146
-1.0,65,142.892721
-4.0,65,142.997571
0.0,44,143.070301
1.0,101,143.32775
1.0,51,143.491348
0.0,72,143.616594
2.0,65,143.810561
-3.0,65,143.918221
-4.0,58,144.099295
-4.0,80,144.236928
2.0,72,144.438668
2.0,54,144.525939
-8.0,72,144.719119
1.0,51,144.800866
-8.0,72,145.004447
-8.0,87,145.158408
-3.0,65,145.355735
-3.0,108,145.610438
1.0,65,145.717121
-6.0,72,145.916535
0.0,51,145.999132
0.0,72,146.200849
-8.0,72,146.325097
-4.0,108,146.585283
-3.0,94,146.824605
-3.0,80,147.046091
1.0,108,147.220978
-4.0,101,147.480178
-1.0,94,147.710884
-6.0,72,147.821644
0.0,80,148.032348
-4.0,51,148.210589
0.0,44,148.290009
-3.0,86,148.52955
-2.0,51,148.610352
-6.0,76,148.817145
1.0,87,148.956969
-8.0,68,149.154238
1.0,44,149.222263
-4.0,44,149.300375
-8.0,72,149.495265
0.0,83,149.714669
-4.0,51,149.797688
2.0,64,149.990014
0.0,44,150.05956
-11.0,209,150.568878
-2.0,87,150.708984
-4.0,87,150.931088
-3.0,80,151.058406
1.0,47,151.211756
-4.0,144,151.529475
0.0,58,151.618837
1.0,108,151.872819
-8.0,72,152.071284
-15.0,166,152.429593
-1.0,87,152.652051
2.0,65,152.771994
-2.0,72,152.97807
-2.0,103,153.234631
0.0,44,153.306685
-10.0,144,153.622673
1.0,60,153.796569
-3.0,94,153.950196
-8.0,80,154.157534
-4.0,80,154.376631
-7.0,80,154.503007
-3.0,97,154.743846
0.0,87,154.977985
3.0,137,155.282254
0.0,80,155.411891
-7.0,72,155.605226
-3.0,99,155.856009
0.0,65,155.968725
1.0,87,156.211018
3.0,231,156.76579
-3.0,58,156.853629
-11.0,72,157.06669
-7.0,72,157.185483
-7.0,44,157.344871
1.0,44,157.430449
1.0,87,157.652152
-4.0,94,157.807031
-4.0,51,157.971992
-4.0,58,158.06344
1.0,108,158.319181
-8.0,72,158.527004
3.0,65,158.632777
-3.0,80,158.850113
2.0,65,158.948122
0.0,65,159.133095
0.0,72,159.25898
0.0,44,159.423571
0.0,72,159.535126
-7.0,87,159.760751
0.0,58,159.849523
-3.0,87,160.075195
-2.0,130,160.368808
0.0,72,160.572597
0.0,72,160.689392
-11.0,72,160.88745
0.0,51,160.970551
0.0,51,161.139711
-12.0,80,161.262699
-8.0,72,161.468659
-3.0,87,161.611885
0.0,72,161.814692
1.0,51,161.910393
-4.0,65,162.110272
-4.0,72,162.230305
-8.0,88,162.467564
-3.0,96,162.704795
-6.0,65,162.81264
-4.0,159,163.223103
3.0,101,163.382238
-2.0,58,163.561662
0.0,51,163.638288
2.0,102,163.879545
1.0,72,164.074508
1.0,58,164.161781
-7.0,80,164.368316
3.0,65,164.479242
-4.0,51,164.641595
-3.0,65,164.742056
-4.0,72,164.938577
2.0,51,165.023172
0.0,58,165.21242
-3.0,87,165.363612
-3.0,80,165.578227
-8.0,71,165.687279
1.0,87,165.909973
-4.0,94,166.152806
2.0,101,166.397941
-4.0,108,166.584551
-8.0,80,166.794081
2.0,44,166.864609
0.0,51,167.031495
-11.0,94,167.264751
-12.0,94,167.414598
-3.0,94,167.655471
1.0,72,167.852447
-2.0,44,167.923407
-3.0,44,167.997941
0.0,51,168.16779
-4.0,80,168.291133
-3.0,91,168.524001
-4.0,51,168.610428
-1.0,58,168.786114
-4.0,65,168.892222
0.0,72,169.0981
-3.0,94,169.331748
3.0,72,169.451796
-7.0,72,169.661387
-3.0,209,170.087675
-3.0,87,170.317266
1.0,72,170.519619
-6.0,159,170.861302
0.0,72,170.974739
-4.0,77,171.197212
1.0,94,171.441907
0.0,72,171.569623
1.0,44,171.725251
1.0,65,171.832731
-1.0,195,172.322754
0.0,72,172.434337
1.0,65,172.631674
-4.0,92,172.87074
-4.0,51,172.949824
1.0,80,173.163186
-8.0,65,173.269123
0.0,51,173.354773
-14.0,152,173.76479
0.0,65,173.871602
-3.0,72,174.069196
0.0,51,174.154325
-2.0,72,174.361266
-3.0,94,174.508834
1.0,94,174.74857
-4.0,72,174.945655
0.0,72,175.056693
0.0,51,175.225497
-4.0,87,175.368937
2.0,103,175.626588
0.0,58,175.812653
2.0,94,175.976293
-3.0,94,176.208485
1.0,130,176.491255
-4.0,51,176.659768
1.0,72,176.772076
-4.0,51,176.849003
1.0,72,177.04082
0.0,51,177.121611
-3.0,44,177.272471
-7.0,72,177.383074
0.0,72,177.577364
-2.0,159,177.918579
1.0,65,178.101998
0.0,94,178.246187
-3.0,66,178.429844
-3.0,80,178.631793
-4.0,80,178.766359
2.0,44,178.833689
-8.0,72,179.031349
1.0,51,179.10961
0.0,54,179.274691
0.0,51,179.355317
-3.0,130,179.647542
-4.0,51,179.821322
1.0,101,179.976513
-4.0,94,180.226121
1.0,101,180.477987
1.0,65,180.65521
-8.0,72,180.779186
0.0,87,180.998069
-4.0,101,181.237508
-4.0,51,181.318677
-4.0,87,181.537501
1.0,65,181.638501
-6.0,163,181.986878
1.0,95,182.215425
-19.0,94,182.453315
-4.0,51,182.530605
-3.0,44,182.686324
-2.0,81,182.829009
-8.0,95,183.070689
2.0,58,183.167082
-4.0,137,183.549883
1.0,65,183.653167
-4.0,94,183.895012
-7.0,87,184.030904
0.0,44,184.183969
1.0,65,184.28745
0.0,87,184.5041
-3.0,80,184.717828
1.0,137,185.053459
-4.0,87,185.192959
-12.0,65,185.377364
2.0,166,185.715485
-3.0,94,185.964739
0.0,51,186.048406
-8.0,72,186.253512
1.0,72,186.37377
-4.0,58,186.552318
1.0,65,186.6577
2.0,87,186.88565
-7.0,108,187.145519
-4.0,74,187.262689
-4.0,94,187.498113
0.0,44,187.650836
2.0,94,187.807831
0.0,72,188.001858
-4.0,80,188.125439
-8.0,72,188.322496
-4.0,89,188.551975
1.0,72,188.663476
-8.0,108,188.939711
0.0,80,189.149797
0.0,80,189.290178
-3.0,72,189.495901
0.0,51,189.5853
-8.0,87,189.819113
0.0,61,189.921345
2.0,44,190.081686
0.0,72,190.200334
0.0,58,190.373702
3.0,44,190.442368
-8.0,87,190.658755
0.0,51,190.736286
-2.0,87,190.970673
1.0,65,191.076509
-4.0,108,191.347542
-3.0,87,191.566547
2.0,65,191.667569
-3.0,87,191.907084
0.0,80,192.12027
0.0,58,192.215349
-2.0,72,192.418262
0.0,84,192.553777
0.0,72,192.7485
0.0,72,192.956978
0.0,80,193.087832
0.0,80,193.30452
1.0,58,193.398669
-2.0,94,193.634228
-8.0,119,193.921306
0.0,50,194.005851
-8.0,65,194.200448
1.0,94,194.439129
1.0,65,194.550194
0.0,80,194.761977
1.0,65,194.879708
-4.0,72,195.081716
1.0,80,195.210374
1.0,72,195.407556
-8.0,72,195.609619
-4.0,80,195.751199
-4.0,51,195.923486
0.0,123,196.19875
-3.0,94,196.344591
0.0,173,196.783226
-12.0,94,196.947302
0.0,58,197.123598
0.0,65,197.224547
1.0,87,197.452384
-2.0,87,197.674114
0.0,80,197.80842
-8.0,72,198.023008
0.0,65,198.127528
-19.0,94,198.359176
-4.0,51,198.536739
0.0,87,198.679044
-8.0,72,198.884777
0.0,51,198.974769
3.0,44,199.046435
-8.0,72,199.239902
1.0,72,199.435439
-4.0,72,199.545601
0.0,51,199.708232
-6.0,44,199.780892
0.0,80,200.006652
-4.0,87,200.151934
-8.0,72,200.361253
-3.0,90,200.508471
-2.0,72,200.702904
-4.0,72,200.897669
0.0,58,201.005087
-3.0,80,201.217838
-3.0,87,201.350328
-4.0,72,201.541618
2.0,44,201.608968
-2.0,209,202.111058
-1.0,94,202.347193
-4.0,94,202.502866
3.0,72,202.704367
-16.0,339,203.525217
-12.0,65,203.623842
0.0,94,203.853703
-8.0,58,203.946086
1.0,58,204.130301
-8.0,72,204.248732
1.0,101,204.500129
0.0,65,204.684175
2.0,44,204.753173
-4.0,152,205.082723
3.0,68,205.278282
1.0,65,205.386583
0.0,80,205.599661
-1.0,88,205.730203
1.0,108,205.987021
0.0,80,206.199985
0.0,51,206.278241
2.0,77,206.483727
1.0,87,206.698792
1.0,94,206.839461
1.0,65,207.03479
1.0,72,207.143591
-3.0,110,207.396073
-2.0,80,207.617557
-4.0,144,207.924736
-7.0,72,208.133645
-4.0,94,208.281407
-3.0,72,208.484459
-3.0,87,208.711575
-3.0,58,208.80489
-3.0,80,209.018672
1.0,87,209.173167
-8.0,76,209.378732
0.0,101,209.624272
-4.0,58,209.717081
2.0,87,209.948721
2.0,72,210.0707
0.0,51,210.23594
-3.0,87,210.36907
-15.0,152,210.786139
0.0,173,211.150618
-5.0,94,211.383456
-2.0,137,211.680338
-8.0,87,211.903396
0.0,65,212.012445
0.0,44,212.103136
1.0,101,212.357715
1.0,101,212.605869
-3.0,65,212.707525
-3.0,55,212.894882
0.0,44,212.971841
1.0,87,213.200986
-11.0,144,213.51399
-7.0,72,213.712179
0.0,65,213.817071
0.0,65,214.003329
0.0,58,214.098732
-3.0,87,214.33076
-3.0,116,214.594648
0.0,58,214.692176
-8.0,72,214.900508
0.0,72,215.019928
-3.0,51,215.198586
0.0,72,215.319521
-4.0,58,215.495508
-7.0,144,215.810619
0.0,130,216.099694
0.0,87,216.239392
-4.0,51,216.398142
-4.0,65,216.501003
1.0,65,216.696971
2.0,116,216.969477
2.0,65,217.08027
-7.0,144,217.39806
0.0,72,217.593954
2.0,65,217.700926
-3.0,72,217.904532
2.0,94,218.146817
