#{"t_start": 1620582777.488878, "env_id": "procgen-fruitbot-v0"}
r,l,t
0.0,87,1263.875149
2.0,80,1264.041668
1.0,58,1264.159642
1.0,59,1264.278409
1.0,58,1264.583726
3.0,94,1264.771311
-2.0,94,1264.954206
-4.0,80,1265.31521
0.0,58,1265.434774
0.0,44,1265.518307
2.0,109,1265.916484
2.0,67,1266.061732
1.0,80,1266.222776
2.0,94,1266.409793
-2.0,75,1266.776748
-2.0,78,1266.937251
1.0,108,1267.160938
0.0,51,1267.453418
1.0,51,1267.553788
0.0,58,1267.66962
2.0,101,1267.875114
1.0,72,1268.224673
-3.0,72,1268.365194
0.0,72,1268.501316
1.0,173,1269.036327
1.0,58,1269.160999
1.0,51,1269.265723
1.0,54,1269.561343
1.0,65,1269.688152
0.0,87,1269.860901
2.0,65,1269.992664
-2.0,72,1270.333382
-4.0,51,1270.43994
-2.0,72,1270.587321
2.0,94,1270.993723
-3.0,79,1271.179795
2.0,101,1271.386665
0.0,58,1271.691404
-8.0,144,1271.975458
1.0,65,1272.114733
-3.0,44,1272.389824
2.0,72,1272.532427
2.0,72,1272.678118
1.0,87,1272.849225
-8.0,58,1273.158756
-4.0,80,1273.325228
1.0,76,1273.480417
-1.0,58,1273.785935
-8.0,159,1274.098682
0.0,48,1274.207485
3.0,173,1274.739891
-3.0,94,1274.93207
1.0,108,1275.342329
2.0,72,1275.492041
-4.0,58,1275.609259
3.0,65,1275.930605
0.0,87,1276.100634
2.0,72,1276.255183
-3.0,73,1276.421163
0.0,72,1276.75759
-4.0,51,1276.863211
-1.0,188,1277.421044
0.0,80,1277.575219
2.0,94,1277.755525
2.0,101,1278.147144
1.0,61,1278.280237
2.0,94,1278.466135
2.0,81,1278.815427
-3.0,72,1278.953892
0.0,52,1279.052335
1.0,76,1279.209762
1.0,89,1279.57727
1.0,65,1279.705599
1.0,87,1279.886808
2.0,108,1280.307884
2.0,87,1280.485201
-3.0,80,1280.642261
-3.0,53,1280.942307
0.0,87,1281.120368
2.0,123,1281.370752
-2.0,72,1281.718469
1.0,44,1281.813767
2.0,49,1281.927105
0.0,116,1282.412908
0.0,87,1282.604309
1.0,101,1282.822519
2.0,80,1283.169968
2.0,94,1283.36276
1.0,80,1283.534111
1.0,103,1283.928581
0.0,58,1284.040648
-12.0,65,1284.176638
1.0,144,1284.659076
-4.0,58,1284.773416
0.0,72,1284.918215
-6.0,80,1285.268505
1.0,51,1285.377464
-4.0,51,1285.482805
-4.0,56,1285.594272
-4.0,51,1285.695467
-2.0,50,1285.984073
3.0,80,1286.150935
0.0,72,1286.306878
2.0,80,1286.464051
0.0,44,1286.74773
1.0,115,1286.982891
-4.0,72,1287.129231
-8.0,144,1287.6193
0.0,72,1287.778142
-3.0,72,1288.128821
0.0,44,1288.216716
0.0,44,1288.303889
1.0,101,1288.514811
-6.0,94,1288.880095
2.0,80,1289.035635
1.0,51,1289.133062
0.0,76,1289.281366
-1.0,123,1289.724871
1.0,142,1290.003289
0.0,72,1290.338765
3.0,173,1290.699632
1.0,65,1291.016867
1.0,62,1291.137268
3.0,90,1291.315576
0.0,87,1291.679772
0.0,87,1291.846241
-2.0,65,1291.977259
0.0,72,1292.123814
1.0,209,1292.77485
1.0,72,1293.129122
1.0,87,1293.313783
0.0,72,1293.467856
3.0,87,1293.833552
2.0,65,1293.957664
-4.0,51,1294.054837
-4.0,51,1294.152756
-3.0,65,1294.275767
0.0,80,1294.629267
-4.0,58,1294.742964
-6.0,65,1294.869304
0.0,44,1294.959382
-4.0,77,1295.303574
0.0,58,1295.426844
2.0,65,1295.561044
1.0,65,1295.688324
3.0,173,1296.219976
0.0,51,1296.322355
-4.0,51,1296.619097
1.0,87,1296.791046
0.0,80,1296.949933
2.0,87,1297.300408
0.0,94,1297.488668
0.0,72,1297.627067
0.0,51,1297.723897
-4.0,72,1298.064774
-1.0,169,1298.413233
0.0,72,1298.759932
-6.0,166,1299.111631
-8.0,94,1299.502851
2.0,101,1299.705762
0.0,58,1299.823381
1.0,80,1300.170786
-2.0,65,1300.298918
-2.0,65,1300.420675
0.0,72,1300.569389
0.0,45,1300.842096
0.0,58,1300.958995
1.0,65,1301.081454
3.0,94,1301.262967
0.0,51,1301.549067
3.0,65,1301.676055
0.0,72,1301.81926
0.0,58,1301.943692
-3.0,44,1302.031562
1.0,74,1302.357672
0.0,72,1302.499895
-11.0,72,1302.652279
2.0,87,1303.011385
2.0,87,1303.183151
2.0,87,1303.350495
3.0,87,1303.712532
0.0,44,1303.798373
-8.0,94,1303.986073
0.0,72,1304.333355
0.0,44,1304.42189
2.0,101,1304.634707
0.0,80,1304.793653
1.0,58,1305.091895
0.0,58,1305.209657
3.0,65,1305.336384
2.0,87,1305.499393
1.0,101,1305.892298
0.0,75,1306.059915
0.0,58,1306.179899
0.0,72,1306.519332
0.0,72,1306.669363
0.0,87,1306.836013
1.0,58,1306.951646
1.0,89,1307.314852
2.0,94,1307.502638
0.0,108,1307.908606
-4.0,58,1308.028412
0.0,72,1308.179078
1.0,44,1308.264282
2.0,101,1308.658731
-4.0,51,1308.756357
-4.0,58,1308.871778
1.0,61,1308.99338
0.0,51,1309.27936
1.0,87,1309.450478
2.0,80,1309.62029
-7.0,72,1309.775271
-20.0,152,1310.269346
-2.0,44,1310.35673
-3.0,94,1310.732371
0.0,44,1310.814646
0.0,51,1310.909774
2.0,101,1311.096995
-3.0,80,1311.437524
-6.0,195,1311.829788
0.0,53,1312.131163
2.0,72,1312.273334
-8.0,72,1312.41682
1.0,65,1312.549634
-4.0,94,1312.926865
5.0,58,1313.044785
0.0,80,1313.197537
2.0,80,1313.542485
-11.0,80,1313.70925
0.0,72,1313.850191
0.0,159,1314.343614
-6.0,94,1314.535775
1.0,58,1314.843862
3.0,94,1315.026085
0.0,80,1315.185829
-3.0,94,1315.558218
1.0,51,1315.660581
-8.0,72,1315.813282
5.0,165,1316.327468
-7.0,65,1316.456549
0.0,58,1316.573894
-3.0,94,1316.971027
-3.0,45,1317.056798
-3.0,80,1317.210108
3.0,87,1317.369489
2.0,94,1317.755858
1.0,72,1317.893553
1.0,91,1318.075755
0.0,108,1318.470053
-4.0,80,1318.629638
-8.0,80,1318.806615
1.0,65,1319.135319
3.0,94,1319.331061
1.0,115,1319.562617
0.0,72,1319.899654
0.0,72,1320.041346
1.0,87,1320.215347
2.0,87,1320.580664
-3.0,78,1320.743088
0.0,72,1320.897501
2.0,115,1321.315669
-8.0,72,1321.453644
2.0,89,1321.627342
-3.0,94,1322.006908
-2.0,65,1322.13607
-2.0,80,1322.296976
1.0,80,1322.656383
1.0,44,1322.743395
1.0,65,1322.882877
0.0,44,1322.97038
1.0,87,1323.328574
-3.0,80,1323.487345
-3.0,94,1323.674351
-2.0,80,1324.024328
0.0,72,1324.171559
0.0,80,1324.33552
1.0,80,1324.497673
1.0,44,1324.775602
0.0,72,1324.924773
0.0,44,1325.011981
1.0,65,1325.136509
2.0,94,1325.508466
-1.0,74,1325.653584
1.0,72,1325.795671
0.0,72,1326.132427
0.0,123,1326.392081
-3.0,144,1326.881463
2.0,72,1327.015255
1.0,85,1327.178163
3.0,94,1327.545316
1.0,65,1327.687744
1.0,51,1327.78942
1.0,65,1327.926416
0.0,58,1328.238632
0.0,58,1328.349363
-4.0,80,1328.502137
1.0,51,1328.596598
1.0,44,1328.677868
-8.0,80,1329.022196
1.0,44,1329.104242
1.0,94,1329.28345
2.0,87,1329.63848
-8.0,73,1329.781201
-4.0,72,1329.934386
1.0,65,1330.066626
0.0,72,1330.399356
-3.0,51,1330.500322
-4.0,103,1330.707647
1.0,87,1331.07346
1.0,65,1331.199282
1.0,80,1331.3573
2.0,65,1331.482847
2.0,65,1331.816925
0.0,51,1331.934536
1.0,65,1332.063379
0.0,44,1332.151751
-3.0,130,1332.59339
1.0,65,1332.720626
-3.0,51,1332.821296
0.0,72,1333.161735
1.0,65,1333.293572
-3.0,51,1333.392881
-3.0,51,1333.49545
2.0,52,1333.59808
2.0,80,1333.951187
-6.0,259,1334.671712
-2.0,80,1334.819148
0.0,108,1335.222764
-3.0,72,1335.364654
1.0,65,1335.495971
1.0,87,1335.672124
2.0,123,1336.113405
3.0,65,1336.244112
-4.0,94,1336.620083
1.0,173,1336.964071
1.0,101,1337.367486
1.0,65,1337.501883
0.0,72,1337.645976
0.0,44,1337.730467
3.0,65,1338.044805
1.0,137,1338.326485
0.0,51,1338.431285
1.0,101,1338.817068
-2.0,80,1338.970747
-2.0,65,1339.11236
4.0,164,1339.629316
1.0,72,1339.77127
0.0,80,1339.928108
2.0,94,1340.311746
-4.0,80,1340.474829
2.0,44,1340.564246
2.0,159,1341.062423
-4.0,51,1341.161988
0.0,58,1341.281632
-4.0,94,1341.647458
-4.0,94,1341.820334
2.0,95,1342.004289
0.0,72,1342.342226
0.0,44,1342.430832
1.0,101,1342.641935
0.0,65,1342.958421
1.0,51,1343.072244
1.0,65,1343.193026
0.0,72,1343.327087
-4.0,209,1343.897602
3.0,166,1344.420135
0.0,87,1344.597032
0.0,58,1344.717757
-4.0,94,1345.102352
1.0,44,1345.192235
0.0,51,1345.291236
1.0,72,1345.430196
-1.0,87,1345.786073
-6.0,75,1345.934129
4.0,65,1346.066184
-3.0,80,1346.427473
-6.0,94,1346.609144
-7.0,72,1346.741975
0.0,87,1347.112333
2.0,180,1347.452186
-4.0,72,1347.771636
2.0,94,1347.956855
2.0,80,1348.141475
-12.0,94,1348.528603
2.0,89,1348.708266
1.0,102,1348.906301
1.0,51,1349.200778
1.0,65,1349.326998
-2.0,44,1349.407171
2.0,44,1349.489928
0.0,80,1349.650687
1.0,51,1349.937182
0.0,72,1350.077796
2.0,195,1350.670154
0.0,51,1350.774111
0.0,72,1350.929001
1.0,108,1351.336266
-2.0,65,1351.457647
0.0,72,1351.594144
0.0,72,1351.727128
0.0,44,1351.993386
1.0,44,1352.077302
0.0,58,1352.195604
0.0,51,1352.29168
-4.0,51,1352.390518
0.0,72,1352.737645
-3.0,80,1352.908711
-3.0,80,1353.06525
-2.0,80,1353.4213
2.0,80,1353.590388
1.0,72,1353.733781
-4.0,51,1353.839314
1.0,97,1354.238267
-7.0,51,1354.338397
-2.0,65,1354.469315
2.0,65,1354.598468
1.0,65,1354.907575
0.0,44,1354.990658
1.0,51,1355.088593
4.0,65,1355.227711
3.0,58,1355.532706
1.0,72,1355.676759
0.0,72,1355.818688
-7.0,96,1356.194765
0.0,87,1356.378428
-7.0,80,1356.539695
-3.0,94,1356.905895
1.0,87,1357.075298
0.0,98,1357.276771
0.0,72,1357.610208
2.0,137,1357.878309
-1.0,159,1358.413814
-6.0,144,1358.697645
1.0,72,1359.031291
0.0,137,1359.323337
-1.0,160,1359.834169
1.0,58,1359.950609
-3.0,80,1360.111047
-2.0,72,1360.451258
1.0,101,1360.652159
1.0,58,1360.76912
-3.0,87,1360.941376
-4.0,72,1361.286302
1.0,58,1361.397914
-8.0,65,1361.532583
1.0,96,1361.917653
1.0,209,1362.347581
1.0,80,1362.697319
0.0,58,1362.815716
0.0,72,1362.959358
0.0,72,1363.296599
-3.0,72,1363.450451
1.0,58,1363.569773
0.0,80,1363.732339
1.0,44,1364.007531
2.0,94,1364.202272
4.0,70,1364.355105
-8.0,80,1364.528858
-12.0,152,1365.031896
1.0,80,1365.193133
1.0,58,1365.509012
1.0,65,1365.639502
2.0,87,1365.815055
0.0,87,1366.195752
2.0,108,1366.423231
1.0,87,1366.600642
-6.0,72,1366.935677
0.0,58,1367.054909
1.0,87,1367.230175
-3.0,94,1367.61758
-2.0,72,1367.760962
3.0,58,1367.881631
1.0,94,1368.069308
1.0,101,1368.478747
1.0,99,1368.677344
-3.0,94,1369.051673
0.0,72,1369.2021
0.0,44,1369.290181
0.0,44,1369.384941
-4.0,80,1369.547577
-4.0,51,1369.828813
2.0,80,1369.974559
-1.0,162,1370.504957
2.0,80,1370.670272
-4.0,72,1370.815373
0.0,58,1370.930924
3.0,58,1371.230687
1.0,87,1371.401734
0.0,87,1371.582181
-1.0,137,1372.038286
-7.0,72,1372.185194
2.0,101,1372.577909
3.0,87,1372.735575
1.0,72,1372.864874
1.0,80,1373.006535
4.0,159,1373.513608
0.0,80,1373.67134
-4.0,75,1374.003005
-4.0,80,1374.154403
1.0,80,1374.302851
0.0,44,1374.576572
0.0,99,1374.770067
1.0,108,1374.978244
2.0,95,1375.351676
-2.0,65,1375.492517
0.0,44,1375.590504
-4.0,72,1375.737963
1.0,58,1376.044715
2.0,65,1376.184389
2.0,101,1376.383687
2.0,110,1376.800186
0.0,85,1376.967621
-1.0,188,1377.539248
-3.0,94,1377.72633
-4.0,80,1377.881415
2.0,101,1378.275268
0.0,65,1378.396403
1.0,94,1378.585485
1.0,112,1378.993707
0.0,72,1379.142261
1.0,65,1379.276381
1.0,80,1379.639098
-4.0,80,1379.794932
0.0,51,1379.898383
0.0,53,1380.005769
-3.0,51,1380.299803
3.0,58,1380.416246
0.0,95,1380.61419
2.0,96,1380.988448
-3.0,51,1381.097525
1.0,51,1381.194713
1.0,65,1381.321531
0.0,53,1381.420629
-4.0,58,1381.73083
-4.0,51,1381.831389
-7.0,51,1381.936158
-12.0,72,1382.069514
-7.0,54,1382.363565
-3.0,65,1382.488802
-7.0,87,1382.658902
1.0,80,1383.034187
-12.0,80,1383.194333
2.0,209,1383.776742
0.0,62,1383.899502
1.0,80,1384.0563
3.0,191,1384.637643
0.0,87,1384.808885
-4.0,81,1385.149257
0.0,44,1385.238509
2.0,101,1385.446605
2.0,94,1385.827346
-3.0,144,1386.135302
1.0,65,1386.26845
0.0,80,1386.63611
-2.0,80,1386.792548
0.0,66,1386.934394
-3.0,65,1387.06527
1.0,65,1387.387801
-4.0,52,1387.492155
-3.0,94,1387.685581
1.0,58,1387.981821
-4.0,72,1388.126367
1.0,80,1388.302798
1.0,65,1388.428205
1.0,65,1388.758288
-6.0,137,1389.031452
1.0,87,1389.393532
1.0,80,1389.555285
-7.0,72,1389.703452
-8.0,58,1389.815014
1.0,101,1390.210466
-4.0,72,1390.346661
-4.0,72,1390.482388
3.0,161,1390.991466
0.0,87,1391.167358
3.0,65,1391.484869
1.0,51,1391.585452
2.0,101,1391.793513
0.0,44,1391.879313
1.0,51,1391.99246
1.0,87,1392.361386
-4.0,51,1392.454394
-3.0,72,1392.590198
1.0,51,1392.884177
0.0,44,1392.971329
1.0,101,1393.170069
0.0,58,1393.2894
2.0,73,1393.623312
-2.0,137,1393.8985
-8.0,65,1394.025367
1.0,72,1394.363472
2.0,98,1394.546873
-1.0,173,1395.061801
0.0,58,1395.175392
0.0,80,1395.330856
-3.0,94,1395.709503
0.0,80,1395.872408
0.0,72,1396.015755
-2.0,80,1396.363589
1.0,65,1396.493629
4.0,159,1396.81626
1.0,59,1397.131026
1.0,72,1397.288809
0.0,51,1397.387252
0.0,45,1397.491574
1.0,65,1397.821519
1.0,101,1398.024364
3.0,58,1398.139722
0.0,58,1398.257586
1.0,101,1398.645478
1.0,87,1398.818645
-2.0,60,1398.932319
1.0,65,1399.242529
1.0,87,1399.406162
-4.0,58,1399.51388
0.0,44,1399.595667
0.0,72,1399.919819
2.0,94,1400.093585
-12.0,65,1400.224643
0.0,72,1400.5479
3.0,101,1400.735845
0.0,47,1400.832782
-2.0,80,1400.982991
1.0,65,1401.302348
1.0,117,1401.536481
-5.0,94,1401.909901
-2.0,80,1402.074283
-12.0,51,1402.179485
0.0,58,1402.299305
2.0,80,1402.640128
0.0,108,1402.865785
4.0,160,1403.379835
2.0,51,1403.485227
1.0,65,1403.611414
2.0,166,1404.142035
1.0,72,1404.283397
2.0,58,1404.395129
0.0,65,1404.535491
0.0,87,1404.906492
0.0,72,1405.047684
3.0,65,1405.177344
0.0,65,1405.499583
0.0,72,1405.635934
1.0,64,1405.754356
-3.0,51,1405.850749
-3.0,58,1406.164533
2.0,72,1406.310336
0.0,78,1406.464413
0.0,58,1406.57419
2.0,87,1406.937534
1.0,104,1407.142709
0.0,72,1407.28227
0.0,58,1407.581407
-3.0,80,1407.741045
1.0,173,1408.2788
1.0,87,1408.464082
-7.0,65,1408.593292
-3.0,80,1408.942475
1.0,101,1409.145657
-7.0,94,1409.329117
2.0,85,1409.681269
3.0,65,1409.809208
0.0,44,1409.894619
2.0,94,1410.090071
0.0,80,1410.43711
2.0,93,1410.622504
1.0,87,1410.799646
2.0,80,1411.160923
1.0,55,1411.275375
0.0,94,1411.465285
-2.0,72,1411.790986
1.0,65,1411.92288
-4.0,80,1412.100351
1.0,100,1412.497208
0.0,72,1412.630196
-4.0,80,1412.795743
-11.0,80,1412.954702
1.0,173,1413.495689
-9.0,274,1414.225786
2.0,71,1414.360234
1.0,94,1414.729548
1.0,44,1414.812376
-2.0,72,1414.949817
1.0,80,1415.30213
5.0,65,1415.428664
-3.0,51,1415.527686
0.0,51,1415.624543
2.0,116,1416.036396
-3.0,72,1416.184424
-4.0,72,1416.3323
-6.0,82,1416.684412
0.0,47,1416.775078
1.0,87,1416.948875
2.0,101,1417.344803
1.0,65,1417.477989
-3.0,82,1417.648894
0.0,72,1417.792297
0.0,80,1418.157969
-21.0,166,1418.482868
3.0,44,1418.76804
-5.0,144,1419.059665
1.0,65,1419.193334
-3.0,51,1419.495826
-11.0,72,1419.645416
2.0,44,1419.734457
2.0,72,1419.881114
0.0,87,1420.247137
0.0,195,1420.638279
3.0,65,1420.953584
2.0,65,1421.083091
1.0,80,1421.250605
-4.0,72,1421.393201
1.0,101,1421.769807
-3.0,51,1421.863996
0.0,72,1422.000534
2.0,65,1422.318094
2.0,72,1422.458023
-2.0,94,1422.641633
1.0,58,1422.76174
0.0,51,1423.049055
0.0,58,1423.172327
2.0,101,1423.37001
-3.0,63,1423.682216
0.0,116,1423.90503
0.0,58,1424.011051
1.0,87,1424.394748
2.0,65,1424.528418
1.0,65,1424.671665
0.0,72,1424.838474
1.0,87,1425.243241
2.0,44,1425.331216
3.0,58,1425.449085
-4.0,87,1425.617926
1.0,72,1425.945412
2.0,65,1426.085073
-3.0,65,1426.228408
2.0,159,1426.74901
2.0,87,1426.923509
0.0,51,1427.029648
2.0,101,1427.425218
-7.0,137,1427.691975
3.0,94,1428.058315
0.0,72,1428.207799
1.0,101,1428.400724
0.0,51,1428.681587
-4.0,80,1428.837104
1.0,101,1429.036192
0.0,65,1429.161888
1.0,65,1429.478327
2.0,44,1429.558524
4.0,58,1429.666336
1.0,89,1429.831429
0.0,44,1430.100477
-3.0,80,1430.273323
-4.0,62,1430.409402
2.0,108,1430.812529
2.0,87,1430.974692
3.0,94,1431.156312
0.0,59,1431.457987
1.0,65,1431.585879
3.0,46,1431.676275
-3.0,44,1431.761487
-8.0,94,1432.134658
0.0,58,1432.260631
1.0,51,1432.363604
4.0,58,1432.480635
2.0,72,1432.620676
1.0,101,1433.00802
0.0,44,1433.093276
0.0,51,1433.197107
-5.0,223,1433.837571
-6.0,94,1434.019773
1.0,51,1434.330455
0.0,72,1434.475087
1.0,211,1435.077235
-7.0,94,1435.268889
-4.0,72,1435.416746
1.0,87,1435.781621
1.0,80,1435.95383
2.0,159,1436.490358
1.0,65,1436.619095
1.0,137,1437.084521
-8.0,80,1437.245492
2.0,65,1437.383091
0.0,72,1437.522493
-3.0,58,1437.819628
-4.0,72,1437.958323
2.0,87,1438.130175
0.0,59,1438.247232
-2.0,137,1438.711176
-12.0,80,1438.873899
-14.0,144,1439.366389
0.0,47,1439.463149
-2.0,72,1439.612017
2.0,88,1439.972893
1.0,65,1440.103338
1.0,65,1440.235872
0.0,72,1440.39352
2.0,65,1440.715937
1.0,80,1440.876321
-2.0,108,1441.097185
1.0,65,1441.425535
1.0,86,1441.609115
-8.0,152,1442.117568
3.0,65,1442.251369
1.0,44,1442.3369
-7.0,144,1442.819589
-7.0,137,1443.094709
-3.0,58,1443.21485
2.0,102,1443.605007
1.0,65,1443.731039
0.0,87,1443.904601
0.0,87,1444.271953
1.0,65,1444.402412
-7.0,72,1444.557095
-4.0,58,1444.672385
3.0,144,1445.147669
0.0,44,1445.239676
1.0,65,1445.370951
-1.0,123,1445.810806
2.0,87,1445.982122
-3.0,49,1446.077402
-8.0,51,1446.370328
-8.0,72,1446.516659
1.0,72,1446.658314
-3.0,58,1446.767036
-3.0,101,1447.176385
0.0,114,1447.411072
-3.0,78,1447.762387
-3.0,58,1447.87468
1.0,51,1447.971871
0.0,51,1448.067886
1.0,72,1448.207575
0.0,58,1448.527363
4.0,94,1448.738915
2.0,87,1448.916577
-2.0,72,1449.252785
2.0,80,1449.408467
-3.0,94,1449.602517
-2.0,72,1449.943236
-3.0,72,1450.089358
0.0,72,1450.241379
-1.0,58,1450.359662
1.0,58,1450.672488
-4.0,72,1450.814595
0.0,51,1450.917045
1.0,87,1451.276461
-1.0,166,1451.648252
-2.0,94,1452.048515
2.0,65,1452.190594
2.0,101,1452.391325
1.0,108,1452.814691
2.0,65,1452.940341
0.0,51,1453.044471
-7.0,137,1453.507567
2.0,88,1453.681136
1.0,80,1453.830679
1.0,58,1453.939971
0.0,58,1454.242571
2.0,108,1454.442779
2.0,72,1454.584729
2.0,159,1455.069288
2.0,65,1455.193005
0.0,44,1455.274988
1.0,80,1455.627086
3.0,65,1455.755171
1.0,87,1455.927181
1.0,111,1456.336401
-2.0,94,1456.524202
-2.0,44,1456.618077
2.0,85,1456.967875
1.0,101,1457.170798
-3.0,65,1457.306736
3.0,58,1457.620966
2.0,54,1457.727403
1.0,80,1457.884205
1.0,101,1458.095293
-3.0,65,1458.419466
1.0,108,1458.640518
0.0,72,1458.776545
-11.0,137,1459.224326
0.0,72,1459.359605
2.0,58,1459.466703
-2.0,72,1459.800129
2.0,67,1459.931183
-4.0,51,1460.032332
1.0,74,1460.176744
-2.0,94,1460.55427
0.0,44,1460.651612
-8.0,51,1460.75058
-6.0,166,1461.269247
-4.0,58,1461.384643
1.0,65,1461.507941
-2.0,94,1461.878324
-2.0,94,1462.064724
2.0,101,1462.259385
0.0,44,1462.533887
0.0,65,1462.671712
1.0,44,1462.759272
-1.0,137,1463.215652
-4.0,58,1463.33293
1.0,87,1463.519895
2.0,87,1463.888133
-3.0,80,1464.045496
-2.0,76,1464.1956
0.0,44,1464.28448
-3.0,44,1464.369346
2.0,94,1464.740907
0.0,44,1464.822374
-4.0,80,1464.969317
1.0,72,1465.292266
2.0,72,1465.436228
-4.0,80,1465.600071
2.0,80,1465.9518
1.0,58,1466.065389
4.0,58,1466.182898
3.0,65,1466.314346
0.0,72,1466.455737
1.0,72,1466.788987
-4.0,51,1466.883058
4.0,72,1467.019102
0.0,58,1467.127376
1.0,72,1467.461242
0.0,44,1467.550774
0.0,87,1467.728925
2.0,72,1468.060571
2.0,87,1468.241831
-2.0,94,1468.42977
-5.0,72,1468.771358
0.0,72,1468.923323
0.0,44,1469.011845
-7.0,65,1469.146088
0.0,80,1469.501277
4.0,58,1469.618265
1.0,108,1469.841073
1.0,94,1470.204343
1.0,65,1470.32652
0.0,80,1470.476961
0.0,72,1470.61271
1.0,65,1470.938607
0.0,58,1471.056391
-8.0,80,1471.225447
-4.0,80,1471.569152
1.0,87,1471.739113
0.0,44,1471.832195
-3.0,65,1471.960185
-7.0,72,1472.302591
0.0,51,1472.405503
1.0,87,1472.578339
0.0,51,1472.674933
3.0,65,1473.006805
0.0,58,1473.125775
0.0,112,1473.360394
0.0,116,1473.782885
-4.0,72,1473.931379
1.0,92,1474.105003
-2.0,94,1474.499125
-4.0,52,1474.601557
4.0,65,1474.733244
0.0,72,1474.891995
-2.0,80,1475.241809
2.0,80,1475.399547
-4.0,58,1475.514308
2.0,89,1475.884898
1.0,59,1476.000584
0.0,72,1476.142645
-7.0,46,1476.238162
2.0,80,1476.583262
-3.0,44,1476.669312
2.0,58,1476.785007
2.0,94,1476.975381
1.0,94,1477.356081
1.0,87,1477.519486
1.0,112,1477.926301
-3.0,88,1478.104857
-5.0,72,1478.255249
1.0,58,1478.373322
-3.0,80,1478.743168
2.0,85,1478.921371
-4.0,58,1479.03616
-6.0,137,1479.494202
0.0,72,1479.626275
2.0,108,1480.035937
-6.0,94,1480.224682
2.0,101,1480.430352
-2.0,80,1480.777294
-3.0,80,1480.944501
3.0,94,1481.129513
2.0,72,1481.465688
2.0,173,1481.808475
-9.0,238,1482.461404
1.0,87,1482.625468
2.0,58,1482.931309
1.0,144,1483.209691
1.0,72,1483.53323
-3.0,51,1483.633881
0.0,87,1483.802424
1.0,88,1483.997781
2.0,65,1484.328365
3.0,65,1484.451151
1.0,58,1484.560656
0.0,89,1484.913211
1.0,87,1485.084219
1.0,58,1485.190186
1.0,94,1485.37959
-2.0,94,1485.751518
1.0,94,1485.934633
-5.0,281,1486.672514
1.0,101,1487.067455
-1.0,137,1487.346486
3.0,144,1487.818012
2.0,83,1487.981349
5.0,231,1488.643329
1.0,56,1488.753233
2.0,51,1488.850688
2.0,94,1489.231966
-3.0,74,1489.380161
1.0,58,1489.49717
0.0,51,1489.784292
5.0,65,1489.912262
-3.0,80,1490.082303
0.0,44,1490.174627
1.0,51,1490.276305
2.0,72,1490.605166
-1.0,72,1490.73792
0.0,72,1490.884348
1.0,65,1491.205653
1.0,65,1491.342787
1.0,110,1491.559823
-4.0,51,1491.655003
1.0,57,1491.952118
0.0,44,1492.044004
-4.0,103,1492.258057
-4.0,51,1492.361359
1.0,65,1492.681535
-2.0,72,1492.825188
2.0,65,1492.952594
-3.0,90,1493.327258
1.0,94,1493.515568
2.0,65,1493.645411
-5.0,135,1494.099396
3.0,65,1494.229131
1.0,94,1494.417789
-3.0,51,1494.709464
-3.0,80,1494.865107
0.0,72,1495.007249
6.0,159,1495.515275
3.0,59,1495.633262
-9.0,87,1495.805232
0.0,51,1496.1012
1.0,82,1496.267582
-4.0,51,1496.384602
-3.0,116,1496.61685
1.0,101,1497.002519
0.0,87,1497.186903
0.0,58,1497.306683
1.0,65,1497.626999
-4.0,51,1497.729253
-2.0,94,1497.917545
2.0,79,1498.271218
0.0,87,1498.443346
1.0,87,1498.620023
1.0,94,1498.983497
4.0,94,1499.170322
0.0,58,1499.281518
0.0,51,1499.378016
1.0,72,1499.708885
0.0,59,1499.825891
0.0,60,1499.944215
0.0,58,1500.058571
0.0,51,1500.354348
0.0,58,1500.46628
1.0,51,1500.571144
1.0,65,1500.711989
0.0,72,1501.042815
1.0,58,1501.169371
2.0,57,1501.285294
1.0,72,1501.429334
1.0,87,1501.791609
1.0,94,1501.983117
0.0,44,1502.076694
-4.0,51,1502.187894
-4.0,65,1502.523486
1.0,87,1502.682381
2.0,87,1502.842753
2.0,72,1503.167317
2.0,108,1503.395516
1.0,80,1503.552564
-4.0,65,1503.869124
-4.0,72,1504.014629
-4.0,72,1504.163241
1.0,51,1504.277631
1.0,51,1504.562483
1.0,44,1504.650981
1.0,59,1504.770583
1.0,44,1504.860017
2.0,101,1505.058405
-2.0,72,1505.392897
3.0,94,1505.571451
0.0,72,1505.702523
0.0,44,1505.974655
0.0,44,1506.058733
0.0,58,1506.173247
2.0,65,1506.308509
3.0,94,1506.677243
2.0,80,1506.832212
3.0,65,1506.960379
-1.0,65,1507.090187
-4.0,51,1507.43841
-2.0,80,1507.590618
1.0,101,1507.781788
1.0,87,1508.146946
3.0,94,1508.35129
0.0,87,1508.523734
-3.0,65,1508.848284
2.0,94,1509.037476
0.0,58,1509.154617
1.0,51,1509.253496
0.0,80,1509.609692
-10.0,137,1509.874443
1.0,58,1510.174327
-4.0,61,1510.301733
0.0,72,1510.441381
3.0,80,1510.598516
-12.0,137,1511.067442
0.0,59,1511.183326
0.0,44,1511.269742
0.0,47,1511.374764
-3.0,72,1511.701335
2.0,72,1511.842408
1.0,101,1512.046081
0.0,72,1512.384011
0.0,44,1512.474244
-4.0,65,1512.60114
