#{"t_start": 1620582777.488878, "env_id": "procgen-fruitbot-v0"}
r,l,t
1.0,94,585.949891
2.0,94,586.340285
0.0,51,586.450778
0.0,72,586.60618
-4.0,55,586.914744
-8.0,72,587.07316
0.0,72,587.220689
-3.0,44,587.325371
0.0,72,587.665717
-3.0,51,587.763921
-3.0,44,587.854583
0.0,87,588.021644
1.0,65,588.340589
-3.0,80,588.500526
2.0,108,588.70595
0.0,65,589.033988
-15.0,87,589.212696
0.0,80,589.3747
0.0,87,589.74473
2.0,94,589.942878
1.0,65,590.078635
2.0,72,590.230625
0.0,44,590.506954
0.0,108,590.71569
3.0,65,590.839391
-4.0,58,590.957785
0.0,87,591.318759
0.0,72,591.460887
1.0,44,591.547475
-3.0,108,591.965608
-9.0,87,592.137604
-3.0,51,592.243247
1.0,51,592.347504
0.0,44,592.63771
-4.0,94,592.83561
-3.0,80,593.032298
0.0,58,593.34259
1.0,51,593.439566
1.0,51,593.538177
-4.0,72,593.675781
-8.0,65,593.80376
-3.0,51,594.102492
1.0,58,594.22185
0.0,65,594.356907
0.0,44,594.443585
-4.0,80,594.792418
3.0,65,594.923785
2.0,72,595.079391
0.0,72,595.224283
1.0,72,595.555716
-4.0,80,595.705715
4.0,65,595.831182
2.0,108,596.24846
0.0,44,596.335581
-4.0,65,596.472109
3.0,166,597.012928
-4.0,65,597.146741
-4.0,80,597.310761
1.0,72,597.641421
0.0,65,597.770352
-3.0,94,597.957412
1.0,72,598.322313
1.0,89,598.495429
0.0,72,598.645698
-4.0,51,598.74365
-2.0,72,599.074937
-8.0,80,599.230377
-8.0,51,599.328872
1.0,72,599.464022
0.0,108,599.871565
0.0,72,600.019245
-4.0,80,600.174641
-2.0,58,600.481863
0.0,58,600.59475
-4.0,80,600.748379
-2.0,94,601.110285
1.0,51,601.209526
0.0,72,601.347016
-3.0,65,601.473713
-3.0,72,601.795869
-7.0,128,602.041935
-4.0,79,602.197334
0.0,58,602.505092
-2.0,94,602.691382
0.0,72,602.837358
-3.0,44,602.928205
1.0,65,603.258731
5.0,58,603.372362
3.0,65,603.501413
-2.0,74,603.659695
0.0,72,603.995253
1.0,87,604.174415
-6.0,166,604.701683
-7.0,159,605.009369
1.0,60,605.333859
-12.0,51,605.430704
2.0,65,605.552936
1.0,72,605.687573
0.0,72,606.007065
1.0,101,606.228845
0.0,65,606.352767
0.0,80,606.695286
-3.0,44,606.777509
1.0,51,606.871426
1.0,51,606.964836
-2.0,96,607.34329
1.0,65,607.477743
-3.0,51,607.581005
0.0,58,607.695195
0.0,65,607.823308
-3.0,138,608.308198
-2.0,72,608.454618
0.0,87,608.818772
-4.0,80,608.977353
-4.0,80,609.158356
-4.0,80,609.511878
0.0,58,609.628014
1.0,80,609.786636
2.0,65,609.918989
-7.0,159,610.436106
-4.0,65,610.563722
1.0,94,610.931377
0.0,80,611.084133
0.0,58,611.207308
-4.0,65,611.326173
1.0,58,611.624943
0.0,58,611.739386
0.0,87,611.914248
1.0,51,612.018849
0.0,72,612.359685
1.0,65,612.492769
2.0,51,612.601011
2.0,65,612.729531
-4.0,108,613.125907
0.0,44,613.220805
-3.0,44,613.307725
1.0,65,613.432298
1.0,72,613.75642
-12.0,80,613.911843
0.0,58,614.026545
-3.0,44,614.114751
0.0,44,614.39866
1.0,44,614.487498
1.0,51,614.599605
-12.0,72,614.739363
-8.0,159,615.249715
-3.0,80,615.412321
-4.0,65,615.543777
0.0,44,615.820262
-11.0,87,615.985801
-4.0,64,616.106156
1.0,89,616.490959
-4.0,72,616.633454
1.0,51,616.735581
1.0,51,616.838506
3.0,63,616.96242
2.0,65,617.320179
0.0,51,617.423106
0.0,71,617.5675
-3.0,166,618.086498
1.0,87,618.272619
-4.0,51,618.37598
-3.0,87,618.74558
1.0,51,618.846532
0.0,51,618.945925
-4.0,51,619.04368
-3.0,101,619.442633
-4.0,55,619.551272
6.0,159,620.059993
1.0,80,620.237148
0.0,44,620.341283
2.0,101,620.549711
-3.0,58,620.850744
0.0,65,620.977867
-4.0,72,621.116363
2.0,101,621.505394
-12.0,66,621.632702
-4.0,44,621.719109
-12.0,51,621.816753
1.0,94,622.186262
-4.0,72,622.339228
0.0,72,622.475763
-3.0,44,622.557221
0.0,65,622.864516
1.0,152,623.151294
2.0,80,623.302714
0.0,87,623.666229
1.0,166,623.985251
0.0,72,624.315468
-4.0,58,624.432067
1.0,47,624.519794
-4.0,72,624.656161
0.0,209,625.240553
1.0,101,625.643427
-2.0,51,625.741877
1.0,87,625.923988
-4.0,94,626.310051
0.0,72,626.472951
-4.0,51,626.57259
1.0,101,626.774128
-3.0,51,627.067139
0.0,72,627.216651
-7.0,69,627.353633
1.0,44,627.454108
1.0,87,627.81969
0.0,65,627.943111
1.0,94,628.118603
0.0,72,628.458551
-4.0,72,628.601816
0.0,123,628.839507
-2.0,72,629.188537
0.0,65,629.322189
-4.0,65,629.463676
0.0,116,629.890402
-4.0,65,630.019564
1.0,51,630.124671
-2.0,72,630.266593
1.0,101,630.663266
-3.0,80,630.819225
-4.0,65,630.943203
-4.0,80,631.311428
0.0,72,631.464488
0.0,72,631.614936
0.0,58,631.730802
0.0,51,632.041853
0.0,65,632.176218
-3.0,87,632.349666
1.0,94,632.747574
0.0,65,632.880919
3.0,94,633.073107
-4.0,80,633.234601
-4.0,80,633.592206
-4.0,80,633.750781
0.0,72,633.894879
-4.0,80,634.243614
0.0,58,634.355425
-4.0,58,634.474894
-4.0,65,634.605341
-2.0,72,634.934783
-4.0,80,635.094781
-4.0,51,635.199376
1.0,65,635.329344
0.0,87,635.701756
1.0,94,635.899035
-4.0,58,636.016369
1.0,108,636.426991
0.0,44,636.527145
-4.0,58,636.656474
1.0,101,637.052673
0.0,51,637.149638
-4.0,108,637.368469
0.0,72,637.524106
-3.0,80,637.863732
0.0,72,638.001863
0.0,58,638.112148
-3.0,87,638.467096
0.0,58,638.591952
1.0,65,638.722816
-3.0,58,638.837515
0.0,72,639.172405
1.0,51,639.273367
2.0,72,639.426407
0.0,72,639.586013
3.0,72,639.909899
0.0,80,640.065696
-3.0,44,640.154392
1.0,101,640.554766
1.0,65,640.690783
-2.0,72,640.834888
0.0,72,640.979263
1.0,65,641.303178
-4.0,80,641.451653
0.0,72,641.6008
-2.0,94,641.968263
-8.0,72,642.113918
0.0,65,642.251706
0.0,72,642.397265
1.0,44,642.686263
-4.0,87,642.857681
1.0,101,643.057546
-2.0,58,643.362329
1.0,94,643.549751
1.0,166,644.077381
0.0,64,644.203666
-12.0,72,644.341825
-3.0,87,644.518259
2.0,116,644.933465
-3.0,58,645.043345
-2.0,72,645.182658
-4.0,65,645.513608
-4.0,65,645.646628
-4.0,58,645.761662
-2.0,46,645.854303
1.0,58,646.162297
0.0,44,646.261067
1.0,65,646.392199
-3.0,87,646.555804
0.0,72,646.886175
1.0,94,647.06414
-7.0,87,647.230332
-3.0,65,647.542572
1.0,44,647.628026
-3.0,94,647.836336
1.0,44,647.928642
1.0,101,648.330527
-4.0,80,648.493014
1.0,94,648.693973
-3.0,72,649.024343
1.0,44,649.107654
3.0,94,649.282611
1.0,58,649.392312
0.0,44,649.665224
1.0,101,649.868608
1.0,44,649.955966
0.0,87,650.126975
0.0,44,650.400562
-3.0,58,650.521574
1.0,94,650.704686
-3.0,80,651.044289
-4.0,80,651.212512
-2.0,72,651.362104
1.0,101,651.568911
0.0,87,651.935794
-12.0,51,652.045795
0.0,51,652.156036
0.0,44,652.248117
0.0,72,652.590236
0.0,72,652.741207
1.0,166,653.26668
1.0,58,653.380422
0.0,65,653.51664
-12.0,51,653.620244
-2.0,72,653.968364
-2.0,72,654.115972
2.0,80,654.276017
-3.0,58,654.391318
2.0,80,654.744754
-4.0,58,654.858869
2.0,80,655.019687
-3.0,44,655.105656
-7.0,80,655.451356
2.0,80,655.60084
1.0,101,655.79929
-11.0,87,656.161711
-4.0,65,656.300543
1.0,80,656.457794
1.0,108,656.856699
1.0,80,657.006658
0.0,80,657.15632
-4.0,51,657.443688
1.0,113,657.67401
-3.0,44,657.756952
-6.0,72,657.908395
0.0,58,658.213427
-2.0,99,658.41197
0.0,72,658.564649
1.0,94,658.955115
1.0,72,659.090361
-3.0,65,659.218374
0.0,65,659.545021
-4.0,72,659.689004
3.0,65,659.824723
-8.0,65,659.954471
-4.0,58,660.262287
0.0,72,660.403661
-3.0,58,660.514347
1.0,58,660.623608
-4.0,51,660.722613
-2.0,94,661.108808
-15.0,87,661.280605
-8.0,80,661.627671
0.0,111,661.851853
-4.0,87,662.023236
-4.0,80,662.367154
1.0,58,662.489791
-3.0,87,662.660729
1.0,101,663.049823
1.0,80,663.206657
2.0,108,663.411705
-2.0,58,663.708693
-4.0,45,663.796465
2.0,87,663.976996
-4.0,94,664.180662
1.0,72,664.518618
-2.0,72,664.662759
-3.0,51,664.766103
-6.0,80,664.933405
-2.0,94,665.301342
1.0,93,665.477568
0.0,51,665.573161
-3.0,65,665.903615
1.0,44,665.991724
-6.0,116,666.226957
-3.0,87,666.584342
-2.0,87,666.748454
-8.0,159,667.251409
-4.0,52,667.356523
0.0,44,667.443684
-7.0,94,667.623466
1.0,65,667.949272
-8.0,101,668.149306
-4.0,80,668.310386
-11.0,144,668.78255
0.0,72,668.927231
-8.0,65,669.057235
-4.0,51,669.351821
-4.0,58,669.468198
-2.0,159,669.806017
2.0,114,670.245319
0.0,80,670.417748
0.0,65,670.550226
-4.0,101,670.943658
1.0,81,671.110469
4.0,159,671.620581
-4.0,101,671.808017
0.0,130,672.254547
-3.0,87,672.43237
1.0,108,672.652168
-4.0,51,672.952063
-3.0,44,673.051582
-4.0,94,673.255376
-7.0,87,673.657826
-4.0,44,673.745231
-4.0,51,673.844754
1.0,94,674.030288
-4.0,52,674.135023
-14.0,144,674.598889
-3.0,80,674.745315
5.0,173,675.27723
1.0,94,675.465852
-7.0,80,675.814423
1.0,94,675.999276
2.0,80,676.161781
1.0,87,676.517197
0.0,65,676.647985
0.0,72,676.789587
-11.0,80,677.145322
-4.0,72,677.29607
0.0,51,677.395314
-7.0,144,677.864277
2.0,65,677.984577
-4.0,80,678.149009
-8.0,67,678.287456
2.0,65,678.607163
1.0,80,678.756194
0.0,44,678.836905
-4.0,80,678.981981
1.0,58,679.29672
0.0,65,679.422876
0.0,72,679.558298
-4.0,80,679.896169
-3.0,58,680.013449
1.0,44,680.111278
1.0,44,680.194108
1.0,80,680.35497
-3.0,72,680.698138
0.0,108,680.912083
-4.0,51,681.01268
2.0,65,681.343318
-7.0,94,681.544491
-3.0,87,681.73012
-3.0,101,682.156898
1.0,51,682.260655
0.0,58,682.385473
1.0,94,682.586653
1.0,94,682.970603
-12.0,152,683.284605
-2.0,72,683.619387
0.0,87,683.787873
-4.0,51,683.887068
0.0,87,684.255964
-4.0,72,684.4046
0.0,72,684.548644
1.0,72,684.689301
0.0,44,684.962447
-11.0,80,685.124506
-4.0,51,685.230686
0.0,94,685.611494
-6.0,94,685.805376
1.0,65,685.933063
1.0,65,686.063345
-3.0,44,686.365047
1.0,94,686.543252
1.0,112,686.754965
1.0,72,687.080088
3.0,94,687.280233
2.0,72,687.428406
0.0,65,687.747004
2.0,65,687.865754
-3.0,65,687.987955
-3.0,108,688.20059
-4.0,108,688.601283
1.0,87,688.770154
-7.0,72,689.105031
-3.0,101,689.318224
-7.0,87,689.494501
0.0,51,689.610691
-4.0,72,689.937359
-4.0,58,690.049197
-4.0,51,690.148377
0.0,87,690.326375
0.0,44,690.603391
-3.0,87,690.777559
0.0,65,690.907028
0.0,72,691.251338
1.0,94,691.442753
-2.0,87,691.616237
-6.0,94,692.008014
0.0,58,692.131646
2.0,72,692.285082
-4.0,80,692.450493
0.0,80,692.807623
-3.0,80,692.965078
-3.0,72,693.113557
1.0,58,693.435493
-5.0,87,693.613353
-4.0,65,693.742828
0.0,87,693.914735
0.0,65,694.240117
-8.0,72,694.402761
-2.0,80,694.559127
1.0,44,694.833949
1.0,94,695.018661
0.0,58,695.136667
0.0,51,695.239469
0.0,44,695.334424
0.0,87,695.693603
-4.0,51,695.803318
0.0,44,695.890025
-4.0,80,696.261615
0.0,44,696.356786
1.0,65,696.487631
0.0,65,696.621491
1.0,49,696.717484
1.0,94,697.082203
0.0,58,697.195463
1.0,84,697.381336
-2.0,123,697.823421
3.0,94,698.014354
0.0,80,698.17831
-4.0,72,698.513633
0.0,87,698.685307
1.0,101,698.876117
-4.0,80,699.221156
0.0,65,699.361562
0.0,72,699.501342
1.0,65,699.819159
-4.0,94,700.001571
0.0,58,700.113357
0.0,44,700.199209
-3.0,80,700.567205
1.0,51,700.668861
-4.0,51,700.770995
0.0,44,700.856921
0.0,72,701.184
1.0,94,701.385575
0.0,87,701.557755
1.0,80,701.896502
1.0,65,702.023099
0.0,58,702.137146
-3.0,65,702.266538
2.0,72,702.604
0.0,58,702.720653
-4.0,44,702.821485
-4.0,80,702.982072
-4.0,65,703.310854
1.0,65,703.448458
1.0,58,703.565094
0.0,72,703.701662
0.0,72,704.030685
-2.0,72,704.177126
1.0,101,704.381128
-3.0,80,704.734258
1.0,66,704.859283
-3.0,94,705.036309
0.0,65,705.16215
1.0,44,705.463425
2.0,116,705.695963
-4.0,82,705.853017
1.0,51,706.140514
1.0,94,706.323156
1.0,65,706.451411
-4.0,72,706.589196
-1.0,94,706.969325
-11.0,80,707.135832
-7.0,159,707.647638
0.0,44,707.734375
0.0,51,707.83316
-1.0,58,707.946757
1.0,44,708.223791
-2.0,94,708.421646
0.0,65,708.559881
-3.0,96,708.936013
1.0,87,709.10852
-6.0,65,709.235213
2.0,108,709.636566
1.0,136,709.888301
-12.0,72,710.022515
-3.0,80,710.372242
-11.0,166,710.720411
0.0,80,711.0671
-4.0,80,711.228783
-8.0,72,711.376341
-8.0,80,711.731819
-11.0,72,711.874639
0.0,72,712.017409
-4.0,65,712.149253
-12.0,80,712.499805
0.0,87,712.676633
1.0,51,712.777101
-4.0,65,712.904476
1.0,80,713.259403
2.0,66,713.391849
-3.0,94,713.576658
-4.0,72,713.923635
-4.0,80,714.085892
-7.0,67,714.225312
0.0,87,714.601727
2.0,159,714.916605
1.0,60,715.035336
-3.0,51,715.33801
-4.0,65,715.467161
2.0,72,715.627911
-6.0,87,715.99495
-11.0,87,716.178016
0.0,108,716.401985
0.0,65,716.731951
1.0,51,716.828266
-3.0,80,716.98968
-4.0,65,717.12215
0.0,58,717.42732
-3.0,65,717.562504
1.0,94,717.760128
0.0,65,717.889991
2.0,65,718.213372
0.0,72,718.353033
2.0,65,718.481512
1.0,44,718.56574
-7.0,72,718.917121
1.0,65,719.043489
0.0,87,719.22035
0.0,72,719.570864
2.0,58,719.697268
0.0,44,719.783735
-14.0,180,720.32757
1.0,72,720.469275
-7.0,94,720.671784
2.0,80,721.01285
-4.0,51,721.106462
-2.0,51,721.202311
-4.0,58,721.310549
0.0,87,721.674403
2.0,65,721.7993
-4.0,51,721.899392
1.0,44,721.984213
0.0,72,722.133311
-3.0,94,722.513613
1.0,72,722.668142
0.0,44,722.754295
-1.0,87,723.107041
-4.0,51,723.207305
1.0,72,723.344325
1.0,101,723.533188
3.0,65,723.854703
1.0,65,723.982623
-4.0,80,724.136606
0.0,65,724.44653
1.0,101,724.646149
0.0,87,724.845303
1.0,137,725.325623
0.0,51,725.428516
-4.0,72,725.573045
-4.0,72,725.911164
-2.0,58,726.037568
-3.0,80,726.199129
1.0,51,726.308792
-4.0,51,726.599258
0.0,72,726.746982
0.0,65,726.871317
1.0,58,726.978397
-1.0,58,727.277986
0.0,108,727.495162
-6.0,87,727.669183
2.0,65,727.99857
0.0,58,728.117321
-7.0,44,728.203325
3.0,94,728.38906
2.0,72,728.719601
-3.0,51,728.829426
-3.0,44,728.91825
-4.0,58,729.032402
0.0,44,729.121027
0.0,72,729.452243
-4.0,65,729.585202
-3.0,72,729.723093
0.0,58,729.844345
1.0,44,730.122204
0.0,65,730.258602
-4.0,65,730.396745
0.0,80,730.562257
1.0,72,730.901869
-4.0,51,731.002054
-1.0,137,731.283367
0.0,72,731.619016
4.0,65,731.738925
0.0,72,731.882378
-4.0,80,732.225425
-3.0,72,732.369315
-3.0,80,732.521732
0.0,65,732.640775
-4.0,80,732.994462
-1.0,94,733.181308
0.0,72,733.326566
0.0,58,733.629605
-4.0,80,733.784002
0.0,72,733.932298
-4.0,72,734.065953
0.0,87,734.425345
1.0,101,734.616935
0.0,58,734.723288
0.0,72,735.056741
-4.0,51,735.160117
0.0,58,735.275573
0.0,87,735.447248
2.0,65,735.768336
-4.0,65,735.91549
-4.0,80,736.076666
1.0,44,736.16945
1.0,80,736.530473
1.0,51,736.634047
0.0,108,736.854894
1.0,108,737.249732
-8.0,51,737.357708
0.0,65,737.481915
-7.0,87,737.836787
0.0,87,738.016178
2.0,87,738.198421
-3.0,80,738.547096
1.0,72,738.687697
-8.0,72,738.829595
3.0,88,739.00854
-7.0,44,739.293627
2.0,87,739.473085
2.0,87,739.64532
0.0,80,739.998537
-4.0,72,740.149721
0.0,72,740.293165
-4.0,58,740.406548
2.0,87,740.755858
1.0,94,740.939266
-1.0,94,741.315747
1.0,94,741.516575
-4.0,51,741.621378
-3.0,94,741.796784
0.0,94,742.188215
0.0,101,742.392193
-4.0,72,742.532365
-4.0,58,742.828273
2.0,87,743.00525
-4.0,80,743.162351
1.0,80,743.511805
3.0,72,743.653117
-8.0,65,743.78319
0.0,65,743.91027
-7.0,67,744.233582
0.0,72,744.37023
0.0,44,744.45165
0.0,58,744.562814
2.0,80,744.904068
0.0,58,745.023677
1.0,72,745.166293
1.0,108,745.568902
0.0,94,745.742771
-6.0,72,745.880957
-4.0,80,746.23921
1.0,101,746.447162
0.0,72,746.588167
-4.0,72,746.930798
0.0,108,747.161201
-3.0,159,747.654755
-4.0,72,747.794592
0.0,80,747.94331
0.0,58,748.064731
-7.0,65,748.383229
3.0,94,748.566362
0.0,58,748.674689
0.0,65,748.981712
-7.0,87,749.170382
1.0,108,749.384111
-4.0,80,749.729865
-4.0,58,749.836957
1.0,65,749.956296
1.0,51,750.06631
0.0,72,750.399423
2.0,87,750.561944
3.0,87,750.723145
-4.0,51,750.818683
0.0,80,751.164522
0.0,58,751.284779
3.0,69,751.426936
1.0,94,751.816642
-8.0,152,752.129238
2.0,87,752.514898
-4.0,51,752.616535
0.0,65,752.756097
2.0,72,752.9036
-3.0,65,753.233352
2.0,58,753.360086
0.0,72,753.504748
0.0,44,753.593605
-11.0,80,753.936224
-1.0,238,754.421892
-4.0,51,754.715265
-4.0,65,754.844901
0.0,44,754.932241
1.0,87,755.106395
1.0,108,755.501495
0.0,60,755.614584
-7.0,152,756.113135
1.0,58,756.233324
-4.0,44,756.32661
-4.0,80,756.488395
-7.0,80,756.835547
1.0,44,756.916177
1.0,51,757.009924
1.0,51,757.104732
1.0,58,757.42862
-4.0,44,757.519572
0.0,44,757.608522
-8.0,44,757.704991
0.0,72,757.846031
1.0,108,758.261501
0.0,72,758.407252
1.0,118,758.64127
-3.0,94,759.009278
0.0,72,759.168299
0.0,80,759.328012
0.0,72,759.655266
1.0,101,759.852276
1.0,108,760.255336
0.0,72,760.39987
1.0,51,760.503582
-3.0,51,760.605448
-1.0,94,760.981852
3.0,58,761.098221
-3.0,94,761.297956
0.0,44,761.397191
-1.0,60,761.708176
-11.0,80,761.860554
2.0,137,762.125098
1.0,65,762.44228
3.0,166,762.769974
-6.0,72,763.098533
1.0,58,763.23496
1.0,72,763.381407
-4.0,65,763.517963
0.0,72,763.845942
-7.0,94,764.030509
-3.0,51,764.136864
0.0,72,764.287273
-3.0,51,764.574402
0.0,58,764.689963
0.0,65,764.817392
3.0,58,764.930798
-3.0,52,765.237812
1.0,44,765.34537
2.0,72,765.499391
1.0,65,765.632605
-4.0,51,765.923238
0.0,72,766.058779
-3.0,65,766.185954
-2.0,80,766.353946
0.0,58,766.659307
-2.0,73,766.80477
1.0,44,766.894952
0.0,44,766.984359
-1.0,58,767.09734
1.0,58,767.416302
1.0,51,767.519352
3.0,80,767.679285
1.0,101,768.059985
-2.0,94,768.263984
1.0,65,768.395786
-3.0,72,768.528827
0.0,44,768.817347
0.0,72,768.959299
0.0,51,769.063007
0.0,72,769.210206
0.0,94,769.602102
-4.0,80,769.761382
0.0,65,769.890207
0.0,94,770.285008
0.0,80,770.451423
0.0,72,770.596301
0.0,80,770.945991
0.0,58,771.057281
0.0,72,771.199345
2.0,101,771.597854
-7.0,94,771.781063
0.0,51,771.879169
0.0,65,772.009315
1.0,108,772.418349
1.0,101,772.618793
0.0,80,772.77352
1.0,101,773.158278
2.0,94,773.365244
1.0,94,773.744517
1.0,44,773.828603
-7.0,72,773.970346
-11.0,80,774.133006
-8.0,51,774.445425
2.0,51,774.551149
0.0,58,774.667695
0.0,65,774.793064
-8.0,72,775.123356
-8.0,51,775.225804
2.0,87,775.412517
3.0,87,775.588726
0.0,65,775.907103
1.0,94,776.094934
0.0,62,776.222571
2.0,87,776.596699
0.0,59,776.714195
1.0,101,776.909091
0.0,46,776.996923
1.0,72,777.321956
1.0,51,777.434768
0.0,44,777.525682
0.0,80,777.681419
-4.0,58,777.980001
0.0,65,778.105393
-4.0,72,778.240929
1.0,44,778.327237
-7.0,72,778.662054
0.0,87,778.832395
-4.0,80,778.98276
-4.0,80,779.328682
0.0,58,779.451816
0.0,72,779.61362
-4.0,72,779.770276
1.0,80,780.130515
1.0,65,780.268542
-4.0,51,780.367918
2.0,65,780.508255
3.0,65,780.821645
0.0,87,780.996389
3.0,58,781.115134
-3.0,80,781.273573
0.0,65,781.59824
3.0,65,781.728602
0.0,44,781.814629
0.0,58,781.926342
2.0,87,782.292637
1.0,44,782.378695
0.0,51,782.496578
-3.0,80,782.654213
1.0,65,782.986306
4.0,74,783.135339
-8.0,58,783.251245
-4.0,94,783.634429
-4.0,65,783.754537
0.0,51,783.84977
1.0,94,784.025279
1.0,51,784.319359
0.0,76,784.485147
1.0,58,784.602197
-4.0,72,784.745753
0.0,87,785.097527
1.0,209,785.765423
-3.0,94,785.950314
-4.0,152,786.45171
2.0,72,786.59961
-3.0,137,786.871116
1.0,87,787.236927
-4.0,65,787.369567
-4.0,223,788.004381
-8.0,80,788.169104
0.0,72,788.316019
0.0,51,788.609555
-3.0,65,788.735306
0.0,72,788.880852
1.0,51,788.980689
0.0,58,789.282412
-8.0,66,789.419757
1.0,58,789.53707
1.0,108,789.741382
3.0,94,790.114595
0.0,72,790.259159
2.0,65,790.386555
3.0,65,790.709643
0.0,87,790.897512
1.0,65,791.033456
0.0,51,791.145579
0.0,144,791.65164
0.0,72,791.795624
3.0,87,792.162447
-4.0,80,792.323834
1.0,44,792.414116
0.0,44,792.504991
-8.0,44,792.603198
1.0,101,792.988045
-3.0,80,793.153711
4.0,72,793.306632
-6.0,127,793.759245
0.0,44,793.844814
3.0,65,793.973906
1.0,87,794.344317
2.0,69,794.485316
0.0,80,794.657362
-3.0,65,794.788092
1.0,101,795.179871
2.0,72,795.33056
-7.0,173,795.867042
-3.0,51,795.969962
0.0,72,796.115058
-1.0,116,796.585926
-3.0,94,796.780255
-4.0,65,796.911742
4.0,144,797.387978
1.0,44,797.477042
-4.0,51,797.578062
1.0,58,797.8889
-4.0,51,797.992505
0.0,58,798.108232
-4.0,80,798.273194
1.0,87,798.636315
-4.0,57,798.75855
1.0,58,798.87005
0.0,72,799.011405
-6.0,94,799.382771
1.0,72,799.522796
-6.0,231,800.184538
-3.0,94,800.380351
-8.0,72,800.722838
0.0,51,800.824136
1.0,65,800.951074
3.0,87,801.123465
-3.0,72,801.475614
1.0,108,801.685492
0.0,72,801.831607
0.0,87,802.201227
-7.0,94,802.382207
0.0,44,802.469609
-6.0,94,802.848399
0.0,72,802.992764
-4.0,65,803.119375
0.0,72,803.264375
0.0,51,803.554402
0.0,65,803.677294
-6.0,94,803.862745
-2.0,96,804.233313
0.0,44,804.321135
-3.0,80,804.481534
-3.0,87,804.655532
-4.0,51,804.949382
0.0,80,805.109182
1.0,44,805.198596
0.0,72,805.343185
0.0,80,805.680646
0.0,72,805.818023
0.0,80,805.96454
1.0,65,806.276109
-16.0,144,806.572664
0.0,72,806.711332
-3.0,65,807.033266
-4.0,65,807.154656
3.0,80,807.307993
1.0,108,807.727978
0.0,87,807.901362
-2.0,72,808.040251
-4.0,80,808.383407
1.0,109,808.589506
0.0,45,808.672536
0.0,56,808.776512
0.0,65,809.097381
0.0,65,809.227324
1.0,58,809.342009
-4.0,51,809.442677
2.0,87,809.81545
0.0,65,809.942651
1.0,101,810.148778
3.0,87,810.515121
2.0,80,810.67419
0.0,80,810.840205
2.0,80,811.185321
3.0,65,811.318122
0.0,80,811.481137
1.0,94,811.850295
-3.0,72,811.993644
0.0,72,812.134384
0.0,72,812.278462
2.0,80,812.647399
-6.0,72,812.790793
-8.0,72,812.957922
-2.0,87,813.323042
0.0,72,813.46267
3.0,65,813.590297
0.0,87,813.754671
2.0,108,814.172332
0.0,65,814.311936
2.0,72,814.45462
0.0,80,814.790207
-12.0,72,814.937324
0.0,65,815.05766
-4.0,58,815.163502
1.0,101,815.55734
1.0,111,815.768363
-8.0,65,816.08264
-2.0,72,816.236579
0.0,87,816.436672
1.0,65,816.566936
-3.0,80,816.922181
4.0,87,817.085744
0.0,87,817.246814
-4.0,58,817.541906
2.0,108,817.741146
0.0,65,817.864255
-8.0,72,818.201893
0.0,65,818.335296
0.0,44,818.43419
0.0,87,818.612473
0.0,51,818.903637
-4.0,80,819.070424
-2.0,87,819.246283
-3.0,94,819.619161
0.0,72,819.763366
0.0,87,819.945108
-4.0,58,820.061094
-8.0,72,820.396218
1.0,44,820.480571
0.0,58,820.589286
-4.0,80,820.746998
1.0,44,821.024214
0.0,72,821.158132
1.0,108,821.359195
-8.0,65,821.677726
-4.0,80,821.834415
1.0,101,822.037678
-4.0,72,822.379413
0.0,65,822.512961
4.0,58,822.629075
-3.0,72,822.769707
2.0,137,823.230683
-3.0,72,823.37483
-3.0,80,823.541319
1.0,101,823.957431
-3.0,72,824.122101
3.0,65,824.2587
1.0,108,824.66605
-3.0,65,824.793976
0.0,87,824.959636
0.0,87,825.329126
1.0,111,825.582358
-8.0,72,825.726112
0.0,87,826.101305
1.0,65,826.228529
2.0,70,826.371128
-3.0,80,826.726623
-4.0,58,826.836805
1.0,101,827.034048
0.0,80,827.384013
-4.0,65,827.508794
2.0,65,827.633817
-4.0,51,827.733572
0.0,44,827.818756
-4.0,72,828.159362
0.0,72,828.30279
0.0,51,828.40326
-7.0,152,828.884502
2.0,108,829.105076
-8.0,65,829.236807
0.0,65,829.56628
0.0,65,829.696218
-4.0,51,829.797735
-8.0,51,829.903591
-4.0,72,830.241982
1.0,94,830.423942
0.0,51,830.52955
-3.0,51,830.629533
0.0,44,830.902276
1.0,58,831.014628
1.0,80,831.176476
0.0,65,831.307485
0.0,51,831.604594
2.0,108,831.819518
-4.0,51,831.919763
0.0,53,832.026144
0.0,87,832.399783
1.0,72,832.535567
2.0,80,832.68526
3.0,94,833.053074
-4.0,65,833.191008
-4.0,58,833.307325
-4.0,58,833.420565
0.0,65,833.730381
2.0,65,833.859132
0.0,53,833.963463
0.0,94,834.344692
-3.0,80,834.507403
-3.0,80,834.666965
2.0,80,834.840543
-2.0,87,835.207633
-4.0,65,835.337381
0.0,72,835.491556
1.0,60,835.795641
-2.0,72,835.937969
-4.0,72,836.080188
-11.0,72,836.231101
1.0,58,836.548717
1.0,80,836.705776
0.0,44,836.790971
-7.0,94,836.967888
0.0,44,837.25091
-2.0,72,837.388472
0.0,87,837.555326
0.0,80,837.895115
0.0,72,838.038421
-4.0,58,838.156171
0.0,80,838.335012
-4.0,72,838.665838
0.0,87,838.835969
0.0,87,838.997368
-3.0,94,839.370963
-2.0,94,839.5498
