eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
84.12,-2.5799999237060547,82.99,-1.9800000190734863,102.0,0.00018252852896694094,0.0,2.7078723907470703,-0.0005097539979033172,0.26644787192344666,-0.006410479545593262,1.0,256.0,159.447949266,16384.0
77.09,-2.309999942779541,85.28,-2.5399999618530273,101.0,0.0006841577705927193,0.0,2.705838203430176,-0.0009562529739923775,0.1502067893743515,0.007991611957550049,2.0,512.0,320.635348346,32768.0
82.69,-2.1700000762939453,78.56,-2.309999942779541,92.0,0.001223933883011341,0.0027669270057231188,2.6992156505584717,-0.0010318028507754207,0.13661102950572968,0.03656727075576782,3.0,768.0,497.275074207,49152.0
82.95,-2.6600000858306885,81.29,-2.7699999809265137,88.0,0.000911456998437643,0.00128173828125,2.6930320262908936,-0.0011238320730626583,0.13712334632873535,0.1122279167175293,4.0,1024.0,683.403336423,65536.0
80.14,-2.369999885559082,84.09,-2.5899999141693115,80.0,0.0009586957166902721,0.0018513997783884406,2.692789316177368,-0.0011325543746352196,0.14085935056209564,0.18970727920532227,5.0,1280.0,886.789105221,81920.0
80.37,-2.880000114440918,87.21,-2.450000047683716,87.0,0.0029664523899555206,0.014994303695857525,2.6822750568389893,-0.0023721540346741676,0.13145028054714203,0.2664884924888611,6.0,1536.0,1073.104486873,98304.0
87.18,-2.309999942779541,82.64,-1.9299999475479126,88.0,0.0016186628490686417,0.0038655598182231188,2.66991925239563,-0.0020858915522694588,0.12565545737743378,0.3030087351799011,7.0,1792.0,1258.793839823,114688.0
88.82,-1.9900000095367432,85.11,-1.909999966621399,87.0,0.002608063630759716,0.02264404296875,2.6589388847351074,-0.002581479260697961,0.11078452318906784,0.36512506008148193,8.0,2048.0,1445.083643207,131072.0
86.14,-2.740000009536743,79.14,-1.7999999523162842,88.0,0.0014359565684571862,0.0042521157301962376,2.6569323539733887,-0.0028384029865264893,0.15254901349544525,0.39597612619400024,9.0,2304.0,1630.933913228,147456.0
81.86,-2.380000114440918,81.65,-2.3299999237060547,84.0,0.004330666270107031,0.04583740234375,2.6334145069122314,-0.0026756415609270334,0.13005810976028442,0.4596922993659973,10.0,2560.0,1825.8323716940001,163840.0
80.63,-1.9500000476837158,86.72,-1.7200000286102295,76.0,0.003074721433222294,0.02219645120203495,2.6603028774261475,-0.004900823347270489,0.11178769916296005,0.3807401657104492,11.0,2816.0,2040.4128096880002,180224.0
80.64,-1.4500000476837158,74.38,-2.0399999618530273,88.0,0.0032615794334560633,0.02315266989171505,2.659863233566284,-0.0050226966850459576,0.09997165203094482,0.4291386008262634,12.0,3072.0,2226.338969684,196608.0
78.38,-1.4199999570846558,79.69,-1.309999942779541,89.0,0.0030409630853682756,0.02301025390625,2.6411993503570557,-0.0053811389952898026,0.0997200608253479,0.47531843185424805,13.0,3328.0,2409.2844182090003,212992.0
80.32,-1.5099999904632568,79.69,-1.5399999618530273,93.0,0.004442042205482721,0.0457356758415699,2.62939715385437,-0.007453822996467352,0.08165064454078674,0.5109944939613342,14.0,3584.0,2584.852906363,229376.0
