eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
85.75,-2.5999999046325684,81.75,-2.630000114440918,27.0,0.0008486061706207693,0.0,2.707257032394409,-0.0007449190015904605,0.39850255846977234,0.027191519737243652,1.0,256.0,604.0213559040003,16384.0
86.4,-2.8299999237060547,86.66,-2.0799999237060547,27.0,0.0003911169769708067,0.0,2.7057840824127197,-0.0006772179040126503,0.13640160858631134,0.09582364559173584,2.0,512.0,1206.5568923210003,32768.0
83.24,-2.450000047683716,87.44,-2.3399999141693115,26.0,0.0006574059370905161,0.0,2.705735206604004,-0.0007664969307370484,0.14021740853786469,0.2391759753227234,3.0,768.0,1825.8887745050006,49152.0
84.05,-2.440000057220459,86.17,-2.6600000858306885,26.0,0.0025467504747211933,0.01446533203125,2.7008466720581055,-0.002383837243542075,0.12409139424562454,0.35784298181533813,4.0,1024.0,2437.44648013,65536.0
88.67,-2.7200000286102295,82.72,-2.2200000286102295,25.0,0.0040466091595590115,0.02811686135828495,2.683321237564087,-0.0033120543230324984,0.1166633889079094,0.4493560791015625,5.0,1280.0,3080.5539112940005,81920.0
88.29,-1.6799999475479126,85.07,-2.109999895095825,27.0,0.0027443866711109877,0.012430827133357525,2.6775455474853516,-0.0026819936465471983,0.11394140869379044,0.5179165601730347,6.0,1536.0,3683.2776080990006,98304.0
86.15,-1.6399999856948853,79.17,-1.4800000190734863,27.0,0.002691179746761918,0.02239990234375,2.6673548221588135,-0.0033273904118686914,0.11565592139959335,0.5837692618370056,7.0,1792.0,4280.532169256001,114688.0
82.49,-1.6799999475479126,85.38,-2.240000009536743,27.0,0.003833360970020294,0.0340576171875,2.652989625930786,-0.004875973332673311,0.10842045396566391,0.6179674863815308,8.0,2048.0,4877.69454694,131072.0
78.25,-1.6799999475479126,78.91,-1.5800000429153442,27.0,0.004076871555298567,0.02553304098546505,2.6487019062042236,-0.004212989937514067,0.10820463299751282,0.6292031407356262,9.0,2304.0,5477.902838149001,147456.0
80.97,-1.2000000476837158,78.85,-1.600000023841858,27.0,0.0032164740841835737,0.0198974609375,2.6165339946746826,-0.004556288477033377,0.10179374366998672,0.6785832643508911,10.0,2560.0,6073.496800354,163840.0
80.94,-1.840000033378601,76.95,-1.649999976158142,27.0,0.003885318525135517,0.03125,2.599936008453369,-0.0046693612821400166,0.09395235776901245,0.7339422106742859,11.0,2816.0,6669.145618952001,180224.0
78.8,-1.3799999952316284,83.36,-1.2899999618530273,27.0,0.004544878378510475,0.0371297188103199,2.589146614074707,-0.006265407893806696,0.08239983767271042,0.7345469892024994,12.0,3072.0,7262.6931604,196608.0
78.26,-1.3200000524520874,77.14,-1.2400000095367432,27.0,0.003946379292756319,0.0342203788459301,2.5971181392669678,-0.0062441956251859665,0.08330724388360977,0.7566041052341461,13.0,3328.0,7857.512364490001,212992.0
78.14,-1.340000033378601,77.92,-1.6100000143051147,27.0,0.004261745605617762,0.0392862968146801,2.57631254196167,-0.007655322086066008,0.06762523204088211,0.7315484583377838,14.0,3584.0,8450.882460266,229376.0
79.01,-1.2999999523162842,79.1,-1.0399999618530273,27.0,0.005345243960618973,0.0586751289665699,2.559797763824463,-0.010069222189486027,0.06319036334753036,0.7029200792312622,15.0,3840.0,9047.369515913,245760.0
