#{"t_start": 1620417643.3996675, "env_id": "procgen-fruitbot-v0"}
r,l,t
-7.0,44,897.488215
-4.0,80,897.802141
0.0,87,898.198294
-4.0,65,898.48432
-7.0,80,898.799263
-4.0,116,899.266052
1.0,101,899.68337
-4.0,51,899.875093
0.0,51,900.089032
0.0,72,900.416392
-3.0,94,900.783595
0.0,72,901.091327
1.0,51,901.27139
0.0,51,901.452309
-4.0,58,901.681481
0.0,65,901.9646
-2.0,51,902.170909
0.0,58,902.418133
0.0,44,902.605229
1.0,108,903.093835
-2.0,94,903.474391
-7.0,72,903.738079
-11.0,80,904.103127
-4.0,80,904.451474
2.0,166,905.179804
-10.0,72,905.444698
-4.0,58,905.7267
1.0,92,906.194877
1.0,72,906.458817
3.0,75,906.756065
-12.0,108,907.248386
1.0,80,907.665853
-10.0,94,908.033517
0.0,72,908.375034
0.0,58,908.59715
3.0,73,908.89451
0.0,87,909.300041
-7.0,87,909.666371
-8.0,72,909.979764
-3.0,72,910.240229
0.0,72,910.566939
0.0,72,910.913993
-3.0,87,911.25243
-10.0,94,911.63853
0.0,87,911.9943
2.0,94,912.394959
4.0,58,912.634714
0.0,53,912.828042
-4.0,80,913.154069
0.0,87,913.533702
-11.0,87,913.893265
2.0,65,914.139132
2.0,51,914.343558
0.0,72,914.613159
0.0,51,914.842963
-2.0,72,915.122776
-7.0,65,915.432964
-3.0,80,915.785131
-7.0,72,916.071043
-3.0,58,916.332553
-3.0,65,916.604549
2.0,52,916.84644
-6.0,80,917.153223
3.0,94,917.568313
-4.0,51,917.784886
-3.0,58,918.008107
0.0,44,918.153288
-4.0,80,918.521902
-2.0,72,918.825371
0.0,58,919.094759
-1.0,166,919.839527
2.0,108,920.363513
0.0,87,920.720791
-4.0,65,920.960917
0.0,44,921.16162
-4.0,80,921.56462
0.0,72,921.884133
-4.0,58,922.109124
0.0,54,922.31584
1.0,101,922.73644
2.0,80,923.060637
-3.0,94,923.429924
-6.0,87,923.847705
2.0,113,924.292422
0.0,72,924.549614
-12.0,72,924.880232
-4.0,58,925.102439
-9.0,72,925.409425
5.0,70,925.750545
1.0,65,926.041417
0.0,65,926.311949
2.0,105,926.755332
0.0,51,926.973401
0.0,65,927.216823
1.0,80,927.5579
1.0,101,927.999388
3.0,87,928.432693
-4.0,67,928.671551
-6.0,158,929.35507
0.0,72,929.636822
1.0,72,929.925478
-14.0,171,930.615919
1.0,108,931.027172
-3.0,94,931.421386
2.0,65,931.66309
2.0,72,931.959949
2.0,101,932.40751
-10.0,94,932.741813
0.0,51,932.949628
-4.0,58,933.203549
0.0,81,933.57392
1.0,65,933.847675
2.0,72,934.203732
0.0,46,934.405846
-6.0,74,934.780417
1.0,58,935.017936
-2.0,173,935.660383
2.0,101,936.135707
2.0,65,936.406107
2.0,65,936.711846
-8.0,80,937.020712
1.0,44,937.1892
0.0,51,937.386831
-2.0,94,937.849882
-4.0,80,938.21511
3.0,65,938.530046
-4.0,101,938.928391
2.0,72,939.212324
-3.0,112,939.65814
-5.0,173,940.246703
1.0,86,940.605559
3.0,80,940.938096
-3.0,87,941.31933
2.0,68,941.629137
1.0,89,942.001219
-4.0,51,942.216133
0.0,65,942.490755
-8.0,44,942.70478
0.0,44,942.903474
-3.0,94,943.304735
0.0,53,943.491038
1.0,80,943.837756
-4.0,51,944.103348
2.0,94,944.536049
-4.0,87,944.913657
0.0,51,945.140537
0.0,44,945.335971
2.0,107,945.762011
-4.0,72,946.050449
-8.0,72,946.328137
-8.0,80,946.649794
-3.0,80,946.981845
-8.0,65,947.229395
-7.0,65,947.547383
-7.0,144,948.15244
2.0,87,948.508196
0.0,72,948.777924
3.0,58,949.019392
0.0,87,949.391695
-11.0,65,949.631914
0.0,72,949.959089
-7.0,72,950.263815
-12.0,65,950.512935
1.0,65,950.781734
0.0,51,951.034766
-2.0,44,951.232736
-4.0,51,951.446361
1.0,80,951.789756
-2.0,58,952.017824
-7.0,87,952.431315
-2.0,65,952.684924
-6.0,80,952.988806
1.0,65,953.297112
0.0,58,953.544974
0.0,51,953.75678
2.0,44,953.94112
-2.0,44,954.178834
-4.0,51,954.406675
1.0,108,954.829786
-2.0,87,955.177916
0.0,72,955.558748
1.0,87,955.971352
-8.0,94,956.343441
2.0,72,956.655991
2.0,65,956.917553
-7.0,87,957.309605
1.0,87,957.672723
-4.0,65,957.934071
-4.0,72,958.207207
-7.0,83,958.629878
0.0,87,959.054742
2.0,101,959.533298
-4.0,80,959.883872
-3.0,94,960.299035
0.0,80,960.593399
-4.0,73,960.866437
-4.0,94,961.256732
-7.0,94,961.62079
-8.0,65,961.838407
-8.0,80,962.144498
-3.0,80,962.517001
-8.0,72,962.8204
0.0,94,963.208014
1.0,80,963.520485
0.0,72,963.828335
1.0,83,964.184881
0.0,44,964.385357
1.0,101,964.866034
1.0,72,965.267512
1.0,65,965.54235
-2.0,87,965.909786
-7.0,44,966.112999
-8.0,74,966.410225
-6.0,94,966.823478
0.0,65,967.050766
-4.0,94,967.432305
0.0,51,967.628031
-12.0,108,968.14827
1.0,51,968.342245
-4.0,123,968.927706
-4.0,72,969.206737
2.0,65,969.481077
1.0,87,969.866604
0.0,51,970.042975
-4.0,80,970.377403
-2.0,94,970.78397
2.0,58,971.015956
0.0,58,971.290154
-4.0,80,971.610269
-3.0,94,971.999811
-7.0,80,972.362494
0.0,80,972.646111
0.0,44,972.818682
0.0,58,973.074553
-8.0,80,973.417388
-4.0,80,973.7347
-4.0,94,974.053095
3.0,44,974.273022
0.0,52,974.483022
-12.0,94,974.857021
-12.0,72,975.144681
1.0,108,975.564495
-3.0,94,975.933145
-4.0,58,976.148878
-4.0,51,976.39537
-7.0,80,976.760071
-4.0,80,977.109068
-10.0,58,977.364295
1.0,51,977.545135
0.0,44,977.800203
-4.0,58,978.0393
-7.0,87,978.394409
0.0,51,978.623878
1.0,87,979.007863
0.0,58,979.230424
-8.0,108,979.635131
-4.0,80,979.97384
-2.0,72,980.315838
0.0,44,980.49238
1.0,101,980.914181
0.0,44,981.069353
-3.0,58,981.350029
0.0,87,981.702758
2.0,72,982.045446
1.0,72,982.318454
-4.0,87,982.700318
2.0,65,982.949162
1.0,58,983.187211
-4.0,51,983.398099
-4.0,130,983.948107
-8.0,108,984.421386
1.0,80,984.783162
0.0,58,985.004782
-3.0,101,985.418036
-2.0,67,985.680312
0.0,72,985.932349
0.0,108,986.423756
0.0,72,986.690988
-3.0,72,987.005944
3.0,65,987.279248
-4.0,87,987.684611
0.0,44,987.871856
-11.0,80,988.192983
0.0,44,988.387699
0.0,80,988.675995
0.0,58,988.903595
-3.0,44,989.061918
-3.0,88,989.419788
0.0,94,989.796014
1.0,101,990.25318
0.0,94,990.677196
1.0,65,990.979226
1.0,209,991.911986
-4.0,87,992.232069
-4.0,87,992.59909
0.0,51,992.881985
0.0,58,993.105637
-4.0,87,993.471313
0.0,108,993.968886
1.0,65,994.198968
-8.0,72,994.503518
0.0,80,994.81372
0.0,51,995.044832
1.0,72,995.399662
0.0,94,995.80047
0.0,58,996.035568
-4.0,80,996.341947
-4.0,51,996.551956
0.0,80,996.969281
-2.0,72,997.220368
0.0,80,997.539372
-3.0,44,997.765754
-2.0,72,998.080992
0.0,80,998.439136
0.0,58,998.688277
0.0,80,999.070033
0.0,80,999.387748
0.0,80,999.72096
-4.0,72,1000.007812
0.0,80,1000.3905
-7.0,80,1000.730932
3.0,72,1001.028548
0.0,44,1001.220643
2.0,65,1001.536175
0.0,108,1001.927387
2.0,58,1002.174005
-4.0,72,1002.49556
-3.0,87,1002.85034
2.0,72,1003.150151
-3.0,72,1003.426673
0.0,80,1003.813008
0.0,80,1004.162069
1.0,101,1004.551675
0.0,87,1004.912781
0.0,87,1005.283771
0.0,44,1005.465324
1.0,51,1005.656093
1.0,123,1006.211905
0.0,94,1006.628962
1.0,65,1006.99009
0.0,80,1007.276705
0.0,94,1007.627446
2.0,65,1007.880955
-3.0,72,1008.208784
0.0,44,1008.351411
1.0,123,1008.849256
0.0,58,1009.086286
1.0,58,1009.300818
-3.0,87,1009.696137
1.0,101,1010.096687
0.0,58,1010.357597
0.0,72,1010.676421
0.0,44,1010.889684
0.0,108,1011.356107
-4.0,80,1011.713665
-3.0,80,1012.087243
1.0,65,1012.353673
-3.0,44,1012.52412
0.0,108,1013.033269
-4.0,87,1013.348016
0.0,58,1013.639101
2.0,65,1013.915693
0.0,80,1014.281337
1.0,94,1014.721453
0.0,44,1014.891509
0.0,259,1015.94013
-4.0,51,1016.168408
-3.0,87,1016.501
0.0,87,1016.848743
1.0,72,1017.148021
0.0,44,1017.314562
0.0,58,1017.552127
-1.0,72,1017.848426
0.0,51,1018.020141
1.0,101,1018.448791
-11.0,80,1018.819017
1.0,51,1019.020695
-2.0,58,1019.350131
0.0,72,1019.661325
-4.0,80,1020.026436
-2.0,44,1020.309852
0.0,44,1020.479869
-4.0,51,1020.642856
1.0,87,1021.009788
0.0,80,1021.352652
-3.0,87,1021.702882
-4.0,72,1021.991034
-3.0,80,1022.315223
-4.0,44,1022.47798
-4.0,72,1022.756953
0.0,72,1023.123831
2.0,65,1023.387635
1.0,101,1023.773928
-8.0,72,1024.095405
-2.0,159,1024.69948
-4.0,51,1024.873405
-12.0,72,1025.186931
-3.0,72,1025.495365
1.0,58,1025.70174
0.0,44,1025.912262
0.0,58,1026.182258
-11.0,303,1027.567857
0.0,51,1027.760737
-8.0,94,1028.193985
1.0,58,1028.464247
0.0,44,1028.655564
0.0,44,1028.831273
-3.0,87,1029.228028
0.0,108,1029.740908
-3.0,51,1030.029236
1.0,72,1030.302862
-3.0,87,1030.690205
0.0,80,1031.021252
0.0,87,1031.375768
-4.0,72,1031.638487
-4.0,81,1032.026972
0.0,58,1032.261042
-4.0,49,1032.440368
2.0,65,1032.695808
0.0,80,1033.01651
-4.0,56,1033.33351
0.0,72,1033.625413
0.0,44,1033.799228
1.0,65,1034.102822
2.0,80,1034.397507
-2.0,72,1034.744601
2.0,58,1034.973533
0.0,72,1035.286982
-7.0,65,1035.554731
-2.0,101,1036.015103
-8.0,58,1036.298316
0.0,44,1036.477121
0.0,94,1036.86036
-4.0,108,1037.314412
1.0,123,1037.835949
0.0,44,1038.020283
1.0,65,1038.339968
0.0,72,1038.692994
-2.0,87,1039.005381
1.0,58,1039.276803
-3.0,123,1039.752738
-2.0,72,1040.079787
-8.0,94,1040.446982
-1.0,72,1040.794535
1.0,80,1041.153975
1.0,65,1041.441814
1.0,101,1041.868052
0.0,87,1042.246457
-8.0,63,1042.51432
1.0,87,1042.876881
2.0,51,1043.169311
-12.0,65,1043.44277
-6.0,65,1043.670336
1.0,101,1044.099181
-15.0,65,1044.399755
-7.0,72,1044.754189
0.0,72,1045.084361
-2.0,72,1045.374957
2.0,58,1045.624792
0.0,44,1045.844697
0.0,44,1046.084976
0.0,44,1046.284816
-4.0,94,1046.685398
-8.0,58,1046.874962
0.0,87,1047.230452
-11.0,65,1047.550632
1.0,72,1047.856775
-8.0,60,1048.127606
-4.0,65,1048.397384
0.0,72,1048.728349
0.0,44,1048.925422
2.0,179,1049.712908
-1.0,72,1050.022117
1.0,65,1050.35629
-6.0,65,1050.645835
-2.0,51,1050.844101
0.0,58,1051.138475
-8.0,51,1051.373379
1.0,87,1051.748965
-4.0,65,1052.004034
0.0,72,1052.32551
0.0,44,1052.498965
1.0,87,1052.93253
0.0,108,1053.449112
0.0,59,1053.717892
-2.0,94,1054.102157
-6.0,82,1054.476842
0.0,80,1054.835909
2.0,52,1055.082865
0.0,80,1055.41912
1.0,65,1055.701323
1.0,51,1055.899933
-8.0,51,1056.106969
0.0,58,1056.376307
-1.0,65,1056.649158
1.0,101,1057.097407
1.0,72,1057.41679
-2.0,87,1057.827897
2.0,44,1058.029125
-2.0,65,1058.277397
1.0,102,1058.753561
-4.0,58,1058.979387
-11.0,152,1059.654392
3.0,44,1059.830415
0.0,87,1060.159113
0.0,44,1060.37036
2.0,72,1060.677799
-4.0,61,1060.919068
1.0,101,1061.353395
-5.0,94,1061.702515
-4.0,58,1061.974255
-12.0,80,1062.313569
1.0,58,1062.563331
-6.0,168,1063.253127
-3.0,44,1063.42747
-4.0,80,1063.745399
0.0,51,1064.045806
0.0,80,1064.402485
2.0,94,1064.847151
1.0,58,1065.119017
2.0,58,1065.310801
2.0,94,1065.726815
-4.0,80,1066.025991
0.0,51,1066.274465
0.0,51,1066.473283
-7.0,80,1066.842669
-8.0,79,1067.184178
-3.0,94,1067.617727
-4.0,51,1067.816082
1.0,94,1068.198139
0.0,44,1068.402969
1.0,58,1068.628262
1.0,101,1069.087209
-3.0,87,1069.495511
-3.0,94,1069.876199
1.0,65,1070.156591
1.0,72,1070.423469
-4.0,80,1070.74346
0.0,80,1071.131889
1.0,65,1071.402847
2.0,94,1071.856566
-16.0,94,1072.290433
0.0,51,1072.468256
-4.0,72,1072.808743
-4.0,87,1073.166393
0.0,51,1073.338021
-3.0,80,1073.688101
1.0,58,1073.955347
-7.0,80,1074.324095
-4.0,51,1074.533759
-3.0,91,1075.057591
2.0,94,1075.553312
-7.0,72,1075.825924
0.0,51,1076.093409
1.0,101,1076.491324
1.0,94,1076.825183
3.0,94,1077.220617
-2.0,65,1077.48125
2.0,44,1077.726592
0.0,51,1077.900277
-8.0,72,1078.23574
2.0,51,1078.420276
3.0,65,1078.740744
-3.0,80,1079.094998
-4.0,51,1079.345408
1.0,58,1079.564489
1.0,80,1079.880873
1.0,80,1080.202959
-4.0,80,1080.575718
-4.0,63,1080.812971
0.0,72,1081.151743
-4.0,51,1081.371671
1.0,94,1081.767315
0.0,80,1082.093931
1.0,101,1082.52242
-12.0,94,1082.931155
-4.0,94,1083.287721
1.0,72,1083.569996
-4.0,72,1083.929522
-8.0,72,1084.233421
0.0,72,1084.571995
2.0,72,1084.816248
1.0,68,1085.132606
0.0,94,1085.494747
-1.0,72,1085.766815
1.0,94,1086.161709
-3.0,58,1086.426114
-8.0,72,1086.707406
0.0,44,1086.909741
3.0,94,1087.303372
0.0,58,1087.599916
-3.0,87,1087.973252
0.0,51,1088.200545
0.0,94,1088.590714
-7.0,65,1088.81223
1.0,101,1089.234153
-3.0,72,1089.536968
0.0,58,1089.821005
-3.0,65,1090.090858
-7.0,80,1090.414813
0.0,94,1090.823849
1.0,44,1090.967663
0.0,94,1091.373702
1.0,101,1091.804209
0.0,108,1092.223154
-4.0,80,1092.538933
0.0,58,1092.767784
0.0,72,1093.057529
0.0,51,1093.291854
-4.0,51,1093.495335
0.0,96,1093.877717
-4.0,88,1094.246284
1.0,65,1094.521259
-7.0,80,1094.841698
-4.0,72,1095.208435
1.0,51,1095.40348
-1.0,72,1095.732344
1.0,72,1095.981342
-4.0,80,1096.326312
-3.0,72,1096.644894
1.0,65,1096.907503
1.0,51,1097.147444
-11.0,87,1097.463866
1.0,101,1097.852709
0.0,80,1098.175347
3.0,94,1098.610262
0.0,94,1098.952131
-4.0,51,1099.150112
-3.0,72,1099.479635
-4.0,51,1099.671237
0.0,87,1100.073794
0.0,72,1100.378206
1.0,72,1100.730345
1.0,65,1100.974812
-7.0,72,1101.295495
-4.0,72,1101.554795
-4.0,51,1101.812109
1.0,72,1102.097811
0.0,65,1102.373019
2.0,65,1102.623163
2.0,72,1102.932739
0.0,51,1103.182907
0.0,51,1103.373749
0.0,87,1103.718364
-3.0,65,1103.993832
0.0,101,1104.439872
0.0,108,1104.868802
0.0,58,1105.075128
-3.0,87,1105.463225
-3.0,65,1105.73114
2.0,44,1105.893837
1.0,101,1106.345772
3.0,95,1106.741081
-3.0,65,1106.956864
1.0,80,1107.375562
4.0,65,1107.704037
-4.0,72,1107.947389
-4.0,72,1108.295474
0.0,72,1108.602174
-4.0,51,1108.853144
-2.0,76,1109.169459
-4.0,72,1109.47862
2.0,72,1109.797732
-6.0,123,1110.346337
0.0,94,1110.762971
0.0,72,1111.074718
-3.0,87,1111.426985
0.0,80,1111.769204
-2.0,123,1112.270358
-4.0,51,1112.490557
0.0,58,1112.747121
0.0,94,1113.142693
-4.0,72,1113.489838
-1.0,72,1113.753727
-2.0,65,1114.001189
0.0,108,1114.476731
2.0,72,1114.789247
2.0,44,1115.016106
0.0,80,1115.387819
1.0,87,1115.722878
-4.0,80,1116.102982
0.0,58,1116.343093
-2.0,173,1117.104816
2.0,65,1117.335237
2.0,65,1117.58017
-4.0,51,1117.797433
0.0,87,1118.22623
-4.0,72,1118.563896
0.0,58,1118.783504
-3.0,72,1119.109832
2.0,44,1119.297514
-2.0,159,1119.933963
1.0,45,1120.14275
-4.0,58,1120.446418
1.0,44,1120.707803
2.0,72,1120.997829
-14.0,223,1121.899057
0.0,51,1122.110455
-4.0,58,1122.346266
0.0,72,1122.657675
0.0,72,1123.014553
-3.0,87,1123.381241
1.0,65,1123.665135
0.0,51,1123.843789
0.0,51,1124.072257
-12.0,94,1124.448697
-3.0,80,1124.75837
1.0,65,1125.045946
1.0,44,1125.234072
0.0,94,1125.682208
0.0,101,1126.180257
-8.0,152,1126.784308
-4.0,72,1127.132782
1.0,65,1127.398109
-4.0,51,1127.64254
2.0,101,1128.089937
-8.0,65,1128.381801
-3.0,87,1128.755862
0.0,108,1129.252009
-4.0,108,1129.656206
1.0,80,1129.999115
2.0,72,1130.318927
2.0,65,1130.578739
-4.0,72,1130.847307
1.0,65,1131.132865
-8.0,72,1131.401671
0.0,80,1131.728218
0.0,80,1132.026118
0.0,44,1132.20698
0.0,72,1132.453367
0.0,80,1132.782652
0.0,58,1133.048501
-4.0,72,1133.35506
1.0,49,1133.567158
-7.0,51,1133.799835
0.0,65,1134.095292
1.0,101,1134.472442
0.0,72,1134.803261
0.0,51,1135.008389
-6.0,94,1135.439993
1.0,65,1135.712904
-8.0,65,1135.972842
-4.0,51,1136.198853
1.0,65,1136.467351
0.0,58,1136.757966
2.0,116,1137.330857
-1.0,123,1137.893325
-3.0,51,1138.064462
-4.0,80,1138.355463
1.0,72,1138.678375
2.0,94,1139.032022
1.0,44,1139.274829
-11.0,72,1139.665436
-4.0,72,1139.933742
-7.0,87,1140.344604
-3.0,87,1140.705214
-3.0,65,1140.962248
0.0,87,1141.336903
1.0,44,1141.541726
1.0,44,1141.734613
2.0,65,1141.952967
1.0,80,1142.296977
-7.0,80,1142.681549
2.0,65,1142.929352
1.0,94,1143.360816
0.0,65,1143.627365
1.0,101,1144.074291
-2.0,87,1144.491896
2.0,87,1144.899141
0.0,87,1145.258809
-4.0,51,1145.485512
0.0,80,1145.85927
3.0,94,1146.357694
2.0,72,1146.639083
0.0,87,1147.046752
-4.0,94,1147.426105
0.0,51,1147.721342
1.0,80,1148.112827
2.0,101,1148.517858
-7.0,72,1148.854695
-4.0,80,1149.223129
-3.0,80,1149.554976
0.0,58,1149.791329
2.0,94,1150.187832
2.0,101,1150.58654
-4.0,44,1150.772012
0.0,86,1151.163974
2.0,94,1151.487309
-3.0,87,1151.919434
3.0,87,1152.267204
0.0,58,1152.522199
-3.0,58,1152.748112
1.0,58,1153.019153
-11.0,144,1153.653808
1.0,101,1154.076449
-4.0,72,1154.427256
0.0,72,1154.722928
0.0,80,1155.071382
3.0,65,1155.322498
2.0,82,1155.747014
-3.0,94,1156.148359
2.0,80,1156.473868
-3.0,87,1156.886983
1.0,58,1157.151428
1.0,51,1157.341124
0.0,44,1157.494932
0.0,58,1157.765462
0.0,87,1158.193083
-4.0,72,1158.512735
1.0,65,1158.798113
0.0,65,1159.151256
2.0,94,1159.525839
2.0,72,1159.887861
0.0,72,1160.208965
0.0,72,1160.49414
-2.0,80,1160.81107
0.0,80,1161.170448
0.0,72,1161.519256
-8.0,152,1162.142887
1.0,58,1162.390176
2.0,72,1162.67686
0.0,108,1163.100451
0.0,80,1163.506815
-6.0,94,1163.877785
3.0,65,1164.132873
-3.0,65,1164.378368
-4.0,87,1164.718454
-12.0,67,1165.019028
0.0,94,1165.48645
0.0,87,1165.868838
2.0,101,1166.256624
1.0,65,1166.516503
1.0,94,1166.922419
0.0,58,1167.19672
0.0,72,1167.500961
-11.0,166,1168.169279
0.0,51,1168.434349
0.0,72,1168.717175
-8.0,80,1169.086403
0.0,72,1169.412023
-8.0,87,1169.769675
-7.0,87,1170.115079
-4.0,51,1170.356974
-4.0,65,1170.632098
1.0,58,1170.909185
3.0,152,1171.613844
1.0,159,1172.281299
2.0,166,1172.926626
2.0,51,1173.153942
2.0,94,1173.517754
-8.0,87,1173.951113
1.0,87,1174.280154
0.0,80,1174.619462
1.0,58,1174.869304
-10.0,87,1175.247624
2.0,87,1175.722137
1.0,51,1175.88199
0.0,113,1176.405296
0.0,80,1176.732288
2.0,70,1176.951057
-3.0,58,1177.186731
-8.0,87,1177.53406
1.0,58,1177.779809
0.0,72,1178.097995
-4.0,130,1178.707532
-8.0,80,1179.04663
1.0,101,1179.56149
2.0,80,1179.882223
-7.0,173,1180.567951
1.0,101,1180.978809
-2.0,94,1181.408099
0.0,87,1181.749418
0.0,44,1181.946904
2.0,94,1182.408796
-7.0,166,1183.22039
0.0,44,1183.458255
1.0,53,1183.683156
0.0,72,1183.991262
0.0,80,1184.301953
0.0,80,1184.618094
-4.0,65,1184.896079
-8.0,59,1185.158367
0.0,80,1185.542732
-8.0,80,1185.857735
0.0,111,1186.349465
-11.0,173,1187.015768
-4.0,72,1187.374926
1.0,65,1187.616721
-7.0,72,1187.879307
-2.0,58,1188.10664
-3.0,274,1189.268177
0.0,72,1189.597453
2.0,65,1189.837461
1.0,238,1190.894116
0.0,80,1191.248839
0.0,44,1191.480829
0.0,65,1191.838766
-3.0,65,1192.094292
-12.0,80,1192.449983
0.0,44,1192.643477
0.0,44,1192.786414
2.0,65,1193.040745
-3.0,144,1193.643694
-4.0,51,1193.84103
-2.0,94,1194.255204
-6.0,87,1194.572134
0.0,94,1195.101443
0.0,108,1195.555045
3.0,87,1195.894731
-2.0,74,1196.15177
-3.0,58,1196.425642
-4.0,65,1196.675404
0.0,108,1197.091897
-8.0,72,1197.387127
2.0,79,1197.763898
-8.0,65,1198.011444
-4.0,87,1198.374212
-4.0,80,1198.709919
-7.0,87,1199.144408
0.0,80,1199.485625
-11.0,87,1199.874895
-4.0,58,1200.158977
0.0,51,1200.395265
-4.0,94,1200.78807
-4.0,58,1201.112426
-10.0,87,1201.459283
1.0,72,1201.781735
-1.0,58,1202.054276
0.0,51,1202.283044
-3.0,94,1202.708748
-3.0,87,1203.065404
0.0,72,1203.39796
-3.0,102,1203.802636
2.0,80,1204.114831
0.0,159,1204.739742
-5.0,87,1205.094698
-2.0,152,1205.895961
0.0,51,1206.058883
3.0,73,1206.385292
1.0,94,1206.761416
-1.0,180,1207.480189
-3.0,80,1207.84399
2.0,72,1208.17301
-16.0,94,1208.602408
-4.0,72,1208.879693
-7.0,44,1209.039841
1.0,58,1209.26934
0.0,72,1209.625486
-4.0,65,1209.939589
1.0,101,1210.366944
1.0,72,1210.651283
4.0,71,1210.927819
-3.0,65,1211.219474
0.0,65,1211.449836
-8.0,51,1211.737951
2.0,288,1212.888383
-16.0,94,1213.297505
-7.0,73,1213.650745
-7.0,73,1213.975336
1.0,58,1214.19472
-2.0,137,1214.843354
-4.0,51,1215.09699
-3.0,116,1215.545942
-3.0,87,1216.007904
-3.0,144,1216.651688
-4.0,80,1216.967431
5.0,58,1217.204146
1.0,51,1217.406511
0.0,70,1217.744365
0.0,51,1217.96342
-3.0,65,1218.290069
-4.0,72,1218.599282
-2.0,87,1219.026813
2.0,65,1219.347379
-12.0,80,1219.646774
0.0,80,1220.02882
1.0,72,1220.378078
-12.0,87,1220.802198
1.0,72,1221.077209
2.0,108,1221.557859
-4.0,209,1222.498357
1.0,58,1222.743841
0.0,94,1223.137384
-2.0,123,1223.703501
1.0,94,1224.064033
2.0,80,1224.38724
-3.0,65,1224.642867
2.0,72,1224.973348
0.0,72,1225.252172
2.0,72,1225.598612
0.0,58,1225.84744
2.0,115,1226.26285
-4.0,80,1226.587017
-4.0,51,1226.833029
1.0,58,1227.105273
0.0,72,1227.40087
-4.0,72,1227.677432
1.0,65,1227.899748
3.0,65,1228.196912
-3.0,80,1228.537191
-8.0,80,1228.916221
-7.0,87,1229.326366
3.0,87,1229.725359
0.0,58,1229.995831
-3.0,94,1230.396019
0.0,53,1230.627751
-6.0,76,1230.970551
1.0,101,1231.378997
0.0,94,1231.752282
-4.0,72,1232.088998
0.0,65,1232.367847
-4.0,80,1232.701726
1.0,94,1233.127955
1.0,72,1233.416616
2.0,101,1233.822367
-3.0,101,1234.23722
-7.0,152,1234.9315
-3.0,65,1235.193491
-7.0,72,1235.485996
-4.0,58,1235.723297
0.0,72,1236.038716
0.0,58,1236.310189
0.0,65,1236.554146
0.0,44,1236.789644
-7.0,44,1236.972389
1.0,72,1237.270842
-12.0,151,1237.930492
-4.0,65,1238.194895
1.0,52,1238.410409
-20.0,180,1239.163121
-3.0,80,1239.4855
1.0,80,1239.888439
1.0,72,1240.178186
0.0,65,1240.431633
0.0,72,1240.704474
-4.0,72,1241.043124
-2.0,72,1241.347812
-4.0,108,1241.79188
1.0,84,1242.11875
-7.0,72,1242.484262
1.0,72,1242.811506
3.0,166,1243.552181
-7.0,72,1243.916301
-10.0,152,1244.603379
-8.0,65,1244.874445
-8.0,58,1245.180176
1.0,101,1245.576158
-3.0,80,1245.886508
-6.0,87,1246.282843
1.0,72,1246.597395
1.0,65,1246.837761
0.0,80,1247.203494
2.0,101,1247.594356
-7.0,80,1247.951717
-2.0,65,1248.279626
1.0,52,1248.4778
-4.0,65,1248.730808
-4.0,80,1249.085271
-4.0,94,1249.451562
-8.0,160,1250.157305
-4.0,51,1250.389254
1.0,94,1250.716815
-8.0,72,1251.051862
-6.0,87,1251.411511
0.0,51,1251.686039
-2.0,72,1251.962129
1.0,51,1252.216886
-5.0,87,1252.636896
1.0,58,1252.840798
0.0,80,1253.152816
-7.0,166,1253.890707
-3.0,85,1254.271086
-2.0,58,1254.547352
1.0,94,1254.946301
0.0,80,1255.299137
-3.0,100,1255.756988
0.0,72,1256.044261
-2.0,94,1256.45397
0.0,52,1256.649806
0.0,108,1257.106057
0.0,80,1257.444744
0.0,80,1257.805684
-4.0,65,1258.103742
1.0,101,1258.540247
0.0,72,1258.847015
-4.0,94,1259.200103
-4.0,58,1259.466319
1.0,44,1259.658952
2.0,65,1259.942446
1.0,58,1260.158937
-8.0,51,1260.374116
-4.0,80,1260.697423
0.0,60,1260.963525
0.0,65,1261.224554
-3.0,65,1261.527788
-11.0,66,1261.77756
0.0,72,1262.057835
0.0,72,1262.443974
-4.0,44,1262.613807
1.0,94,1263.040287
1.0,58,1263.304686
3.0,87,1263.645818
-2.0,94,1264.026798
3.0,175,1264.83881
1.0,108,1265.222917
-3.0,94,1265.612921
-4.0,51,1265.835126
0.0,58,1266.06537
-3.0,94,1266.498334
-2.0,87,1266.837271
1.0,101,1267.240649
-1.0,58,1267.546297
-2.0,123,1268.019862
3.0,65,1268.309933
1.0,101,1268.815903
2.0,87,1269.191199
1.0,72,1269.516954
0.0,80,1269.860892
0.0,81,1270.230869
-4.0,80,1270.564438
0.0,44,1270.726474
-8.0,72,1271.032032
-3.0,87,1271.419704
2.0,94,1271.833907
2.0,72,1272.09208
3.0,65,1272.380122
0.0,80,1272.740428
-4.0,80,1273.099468
-14.0,144,1273.787984
1.0,44,1273.989523
1.0,65,1274.257186
-3.0,80,1274.58473
-11.0,152,1275.286307
-4.0,72,1275.52386
1.0,58,1275.742838
2.0,72,1276.068919
0.0,80,1276.427794
-4.0,80,1276.738219
0.0,44,1276.901041
-4.0,51,1277.137819
0.0,72,1277.440942
-4.0,72,1277.774897
0.0,44,1277.93864
1.0,108,1278.406329
4.0,58,1278.653685
-4.0,87,1279.050338
-4.0,58,1279.243954
-3.0,87,1279.657597
